cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
People,"Residence 1 Year Ago","Same county",65328,"(+/- 6040 )",53408,"(+/- 6363 )",59595,"(+/- 7857 )",37266,"(+/- 4694 )",53974,"(+/- 6606 )",81327,"(+/- 9867 )",63196,"(+/- 7284 )",43106,"(+/- 6872 )",41043,"(+/- 6460 )",42517,"(+/- 6521 )",47126,"(+/- 7960 )",60373,"(+/- 6249 )",59065,"(+/- 6062 )",37838,"(+/- 4986 )",38401,"(+/- 4705 )",54073,"(+/- 7461 )",74595,"(+/- 8074 )",55282,"(+/- 6334 )",50631,"(+/- 5129 )",44929,"(+/- 5122 )",42015,"(+/- 6647 )",68788,"(+/- 10670 )",75195,"(+/- 12164 )",86632,"(+/- 7779 )",47842,"(+/- 5300 )",39477,"(+/- 5590 )",43021,"(+/- 5844 )",55465,"(+/- 5568 )",52148,"(+/- 6172 )",62334,"(+/- 7834 )",56740,"(+/- 7685 )",41228,"(+/- 6319 )",66915,"(+/- 8065 )",64459,"(+/- 5913 )",38356,"(+/- 8254 )",56632,"(+/- 6590 )",51156,"(+/- 5446 )",37375,"(+/- 6114 )",44134,"(+/- 6380 )",31783,"(+/- 4949 )",40276,"(+/- 6095 )",53746,"(+/- 8507 )",56883,"(+/- 6679 )",43894,"(+/- 6876 )",72988,"(+/- 7564 )",59265,"(+/- 7341 )",54662,"(+/- 6612 )",63815,"(+/- 7141 )",66591,"(+/- 7989 )",62194,"(+/- 8090 )",43717,"(+/- 6543 )",73408,"(+/- 7138 )",65676,"(+/- 7466 )"
People,"Residence 1 Year Ago","Different county",51149,"(+/- 5779 )",44124,"(+/- 5496 )",51941,"(+/- 5971 )",56364,"(+/- 5657 )",30814,"(+/- 4491 )",42921,"(+/- 5882 )",32605,"(+/- 4485 )",33728,"(+/- 5536 )",30251,"(+/- 5498 )",25054,"(+/- 4987 )",35192,"(+/- 4954 )",43351,"(+/- 5388 )",47763,"(+/- 4133 )",38758,"(+/- 5070 )",36516,"(+/- 6091 )",32436,"(+/- 6577 )",38967,"(+/- 5110 )",38145,"(+/- 4291 )",17811,"(+/- 3138 )",41216,"(+/- 5030 )",26085,"(+/- 3811 )",25668,"(+/- 5636 )",26623,"(+/- 4600 )",49626,"(+/- 5386 )",14276,"(+/- 3438 )",21454,"(+/- 3184 )",13370,"(+/- 2377 )",16448,"(+/- 3002 )",12231,"(+/- 3542 )",15418,"(+/- 3733 )",26538,"(+/- 4413 )",10456,"(+/- 2762 )",29090,"(+/- 3929 )",16896,"(+/- 3008 )",35065,"(+/- 5190 )",31268,"(+/- 4071 )",18877,"(+/- 2557 )",9670,"(+/- 1769 )",27756,"(+/- 4320 )",3018,"(+/- 1146 )",37671,"(+/- 8327 )",44183,"(+/- 7376 )",12353,"(+/- 2994 )",7768,"(+/- 3184 )",31140,"(+/- 5045 )",18476,"(+/- 3720 )",16237,"(+/- 2839 )",25942,"(+/- 4012 )",31084,"(+/- 5071 )",26047,"(+/- 4635 )",14421,"(+/- 3159 )",42725,"(+/- 5183 )",34474,"(+/- 4891 )"
People,"Residence 1 Year Ago","Same state",43528,"(+/- 5194 )",32096,"(+/- 4228 )",42717,"(+/- 6090 )",43233,"(+/- 4581 )",26426,"(+/- 3912 )",35932,"(+/- 5869 )",25608,"(+/- 4540 )",19566,"(+/- 3680 )",24345,"(+/- 5273 )",21449,"(+/- 4398 )",27071,"(+/- 4193 )",25776,"(+/- 3765 )",35278,"(+/- 3856 )",29846,"(+/- 4822 )",28306,"(+/- 5457 )",26879,"(+/- 5673 )",21889,"(+/- 3868 )",21551,"(+/- 3363 )",12898,"(+/- 2881 )",29509,"(+/- 4432 )",20135,"(+/- 2875 )",18500,"(+/- 4980 )",18445,"(+/- 3384 )",35129,"(+/- 4225 )",7189,"(+/- 1294 )",14707,"(+/- 2500 )",6163,"(+/- 1426 )",5081,"(+/- 1521 )",4335,"(+/- 1896 )",8041,"(+/- 2909 )",22458,"(+/- 4195 )",7290,"(+/- 2554 )",11703,"(+/- 2360 )",7630,"(+/- 1982 )",29736,"(+/- 4721 )",19437,"(+/- 3444 )",7852,"(+/- 1970 )",7172,"(+/- 1565 )",19747,"(+/- 3472 )",1644,"(+/- 920 )",34560,"(+/- 7913 )",36668,"(+/- 6645 )",4668,"(+/- 1502 )",5398,"(+/- 3133 )",21327,"(+/- 4489 )",14718,"(+/- 3460 )",11183,"(+/- 2206 )",16384,"(+/- 3092 )",17477,"(+/- 4323 )",13954,"(+/- 3287 )",6123,"(+/- 2025 )",16141,"(+/- 2979 )",16358,"(+/- 3440 )"
People,"Residence 1 Year Ago","Different state",7621,"(+/- 2744 )",12028,"(+/- 3928 )",9224,"(+/- 2394 )",13131,"(+/- 3160 )",4388,"(+/- 1513 )",6989,"(+/- 1767 )",6997,"(+/- 2081 )",14162,"(+/- 4531 )",5906,"(+/- 2065 )",3605,"(+/- 1822 )",8121,"(+/- 2566 )",17575,"(+/- 3319 )",12485,"(+/- 1964 )",8912,"(+/- 1950 )",8210,"(+/- 1874 )",5557,"(+/- 2814 )",17078,"(+/- 3200 )",16594,"(+/- 3415 )",4913,"(+/- 1463 )",11707,"(+/- 2440 )",5950,"(+/- 2278 )",7168,"(+/- 2448 )",8178,"(+/- 2802 )",14497,"(+/- 2891 )",7087,"(+/- 2973 )",6747,"(+/- 1598 )",7207,"(+/- 1943 )",11367,"(+/- 2603 )",7896,"(+/- 2879 )",7377,"(+/- 2216 )",4080,"(+/- 1260 )",3166,"(+/- 1359 )",17387,"(+/- 3225 )",9266,"(+/- 2269 )",5329,"(+/- 1697 )",11831,"(+/- 2641 )",11025,"(+/- 1669 )",2498,"(+/- 791 )",8009,"(+/- 2752 )",1374,"(+/- 640 )",3111,"(+/- 1359 )",7515,"(+/- 2757 )",7685,"(+/- 2541 )",2370,"(+/- 1203 )",9813,"(+/- 3072 )",3758,"(+/- 1281 )",5054,"(+/- 1457 )",9558,"(+/- 2361 )",13607,"(+/- 3707 )",12093,"(+/- 3367 )",8298,"(+/- 2008 )",26584,"(+/- 4454 )",18116,"(+/- 3872 )"
People,"Residence 1 Year Ago",Abroad,1040,"(+/- 519 )",3339,"(+/- 1575 )",6199,"(+/- 1640 )",3936,"(+/- 1509 )",2454,"(+/- 1043 )",6113,"(+/- 2539 )",3763,"(+/- 1954 )",2197,"(+/- 1277 )",1578,"(+/- 754 )",1905,"(+/- 1181 )",7367,"(+/- 2712 )",10500,"(+/- 2123 )",7643,"(+/- 1690 )",7367,"(+/- 2264 )",7399,"(+/- 2081 )",2277,"(+/- 911 )",15713,"(+/- 3302 )",11759,"(+/- 2504 )",5905,"(+/- 1349 )",2985,"(+/- 1330 )",4038,"(+/- 2207 )",1086,"(+/- 826 )",3778,"(+/- 1859 )",5676,"(+/- 1544 )",1790,"(+/- 943 )",2644,"(+/- 921 )",6101,"(+/- 1948 )",4731,"(+/- 1459 )",5359,"(+/- 2013 )",5610,"(+/- 1794 )",2080,"(+/- 886 )",2776,"(+/- 1105 )",9655,"(+/- 2706 )",6324,"(+/- 2255 )",3949,"(+/- 2050 )",6763,"(+/- 3225 )",6368,"(+/- 1832 )",2688,"(+/- 754 )",6375,"(+/- 1856 )",2062,"(+/- 836 )",3967,"(+/- 2052 )",3808,"(+/- 2021 )",5379,"(+/- 2523 )",1574,"(+/- 827 )",10959,"(+/- 2915 )",2915,"(+/- 1098 )",2982,"(+/- 943 )",3974,"(+/- 2025 )",6349,"(+/- 2277 )",2010,"(+/- 927 )",4767,"(+/- 1672 )",9681,"(+/- 2056 )",6828,"(+/- 2208 )"
Workers,"Employment Status","Population 16 years and over",582397,"(+/- 5237 )",588982,"(+/- 5713 )",600187,"(+/- 5747 )",621711,"(+/- 6358 )",597339,"(+/- 7979 )",607102,"(+/- 8784 )",610721,"(+/- 9182 )",541334,"(+/- 8584 )",602867,"(+/- 8097 )",586581,"(+/- 4452 )",617174,"(+/- 7540 )",683195,"(+/- 7092 )",642399,"(+/- 5700 )",624726,"(+/- 8298 )",622656,"(+/- 8012 )",554011,"(+/- 10175 )",652838,"(+/- 10178 )",599966,"(+/- 10351 )",592897,"(+/- 12360 )",583703,"(+/- 5343 )",527061,"(+/- 13636 )",571866,"(+/- 10838 )",568466,"(+/- 12144 )",606007,"(+/- 2142 )",558861,"(+/- 11628 )",576180,"(+/- 4181 )",595299,"(+/- 10562 )",597800,"(+/- 13047 )",573459,"(+/- 18859 )",637040,"(+/- 19720 )",590405,"(+/- 10647 )",570413,"(+/- 11292 )",586893,"(+/- 11862 )",604887,"(+/- 14620 )",590518,"(+/- 10621 )",621019,"(+/- 9702 )",610743,"(+/- 18469 )",571205,"(+/- 11134 )",584999,"(+/- 10063 )",536270,"(+/- 12106 )",599190,"(+/- 8530 )",642771,"(+/- 10241 )",589145,"(+/- 14752 )",554292,"(+/- 14949 )",645039,"(+/- 9432 )",580797,"(+/- 10294 )",580544,"(+/- 11419 )",591834,"(+/- 10037 )",587699,"(+/- 9896 )",595697,"(+/- 13495 )",579116,"(+/- 14140 )",635600,"(+/- 13339 )",643885,"(+/- 16411 )"
Workers,"Employment Status","In labor force",318103,"(+/- 6791 )",361227,"(+/- 6628 )",358722,"(+/- 5679 )",359912,"(+/- 7776 )",387178,"(+/- 9147 )",393968,"(+/- 9190 )",388957,"(+/- 9203 )",301477,"(+/- 8687 )",363985,"(+/- 7607 )",358246,"(+/- 7244 )",396598,"(+/- 6881 )",500103,"(+/- 6989 )",434602,"(+/- 8355 )",430562,"(+/- 7901 )",419208,"(+/- 8505 )",324668,"(+/- 9093 )",459359,"(+/- 8152 )",391030,"(+/- 9072 )",401716,"(+/- 10591 )",368485,"(+/- 6628 )",297865,"(+/- 10089 )",359069,"(+/- 9931 )",333169,"(+/- 10192 )",374343,"(+/- 6513 )",340951,"(+/- 8273 )",372892,"(+/- 6406 )",377614,"(+/- 8460 )",410773,"(+/- 10683 )",385922,"(+/- 14482 )",432801,"(+/- 15020 )",372523,"(+/- 8980 )",361948,"(+/- 10162 )",379185,"(+/- 9482 )",396577,"(+/- 9799 )",377527,"(+/- 9097 )",325423,"(+/- 8777 )",415128,"(+/- 14331 )",361407,"(+/- 9758 )",384566,"(+/- 8335 )",349131,"(+/- 9265 )",378185,"(+/- 7942 )",400648,"(+/- 10818 )",397384,"(+/- 12543 )",355549,"(+/- 13149 )",420359,"(+/- 9041 )",393754,"(+/- 9483 )",381054,"(+/- 10237 )",389541,"(+/- 9391 )",393735,"(+/- 9998 )",372079,"(+/- 10395 )",358998,"(+/- 11788 )",433580,"(+/- 11187 )",444721,"(+/- 13155 )"
Workers,"Employment Status","Civilian labor force",317410,"(+/- 6773 )",360652,"(+/- 6602 )",352372,"(+/- 5634 )",358169,"(+/- 7892 )",386935,"(+/- 9131 )",393304,"(+/- 9188 )",388548,"(+/- 9149 )",288956,"(+/- 8304 )",363865,"(+/- 7609 )",358203,"(+/- 7250 )",396598,"(+/- 6881 )",499937,"(+/- 7052 )",433524,"(+/- 8357 )",430457,"(+/- 7920 )",418114,"(+/- 8511 )",323879,"(+/- 9072 )",458967,"(+/- 8139 )",390612,"(+/- 9056 )",400927,"(+/- 10552 )",362829,"(+/- 6533 )",291115,"(+/- 10273 )",357851,"(+/- 9957 )",329575,"(+/- 10176 )",369646,"(+/- 6895 )",340605,"(+/- 8289 )",369472,"(+/- 6364 )",377310,"(+/- 8440 )",410600,"(+/- 10690 )",385781,"(+/- 14517 )",432426,"(+/- 15019 )",372194,"(+/- 8941 )",361623,"(+/- 10130 )",378203,"(+/- 9506 )",396227,"(+/- 9802 )",377301,"(+/- 9117 )",324706,"(+/- 8727 )",413913,"(+/- 14296 )",360710,"(+/- 9710 )",384294,"(+/- 8411 )",349131,"(+/- 9265 )",377752,"(+/- 7958 )",397387,"(+/- 10830 )",396738,"(+/- 12515 )",354752,"(+/- 13152 )",420136,"(+/- 9070 )",393174,"(+/- 9384 )",379910,"(+/- 10206 )",389077,"(+/- 9350 )",368394,"(+/- 9018 )",367306,"(+/- 10606 )",340381,"(+/- 11241 )",413733,"(+/- 10483 )",430080,"(+/- 13300 )"
Workers,"Employment Status",Employed,299668,"(+/- 6640 )",343868,"(+/- 6822 )",335367,"(+/- 6080 )",343019,"(+/- 7942 )",372431,"(+/- 8895 )",370793,"(+/- 9455 )",367575,"(+/- 8763 )",264457,"(+/- 8176 )",341905,"(+/- 6962 )",334499,"(+/- 6994 )",380069,"(+/- 7041 )",481017,"(+/- 6850 )",414325,"(+/- 8630 )",417400,"(+/- 8219 )",403744,"(+/- 8476 )",292779,"(+/- 9018 )",442953,"(+/- 8115 )",380274,"(+/- 9116 )",385650,"(+/- 10602 )",345120,"(+/- 7289 )",263952,"(+/- 10679 )",334061,"(+/- 9444 )",302987,"(+/- 9571 )",354158,"(+/- 6946 )",325250,"(+/- 7896 )",354043,"(+/- 6496 )",364788,"(+/- 7987 )",388105,"(+/- 10368 )",366746,"(+/- 13987 )",412751,"(+/- 14316 )",352798,"(+/- 8184 )",342648,"(+/- 9979 )",361761,"(+/- 9421 )",373876,"(+/- 9553 )",360079,"(+/- 9093 )",301378,"(+/- 8428 )",395868,"(+/- 14299 )",344351,"(+/- 9649 )",366268,"(+/- 8372 )",327244,"(+/- 8846 )",356456,"(+/- 8766 )",377243,"(+/- 10510 )",377402,"(+/- 12796 )",329514,"(+/- 12674 )",406531,"(+/- 8779 )",376252,"(+/- 9114 )",362313,"(+/- 10380 )",372363,"(+/- 9310 )",349517,"(+/- 8917 )",351242,"(+/- 10359 )",306358,"(+/- 10205 )",398767,"(+/- 10109 )",404118,"(+/- 12925 )"
Workers,"Employment Status",Unemployed,17742,"(+/- 2548 )",16784,"(+/- 2092 )",17005,"(+/- 2340 )",15150,"(+/- 2244 )",14504,"(+/- 2393 )",22511,"(+/- 3503 )",20973,"(+/- 3692 )",24499,"(+/- 3913 )",21960,"(+/- 3251 )",23704,"(+/- 3179 )",16529,"(+/- 2645 )",18920,"(+/- 2365 )",19199,"(+/- 2364 )",13057,"(+/- 2038 )",14370,"(+/- 2205 )",31100,"(+/- 3503 )",16014,"(+/- 2378 )",10338,"(+/- 1793 )",15277,"(+/- 2302 )",17709,"(+/- 3115 )",27163,"(+/- 2963 )",23790,"(+/- 3526 )",26588,"(+/- 4601 )",15488,"(+/- 2119 )",15355,"(+/- 2135 )",15429,"(+/- 2444 )",12522,"(+/- 1639 )",22495,"(+/- 2134 )",19035,"(+/- 2414 )",19675,"(+/- 2232 )",19396,"(+/- 2663 )",18975,"(+/- 2220 )",16442,"(+/- 2166 )",22351,"(+/- 2899 )",17222,"(+/- 2478 )",23328,"(+/- 3506 )",18045,"(+/- 2710 )",16359,"(+/- 2001 )",18026,"(+/- 2161 )",21887,"(+/- 2565 )",21296,"(+/- 2603 )",20144,"(+/- 2880 )",19336,"(+/- 2693 )",25238,"(+/- 3375 )",13605,"(+/- 2012 )",16922,"(+/- 2729 )",17597,"(+/- 2211 )",16714,"(+/- 2140 )",18877,"(+/- 2808 )",16064,"(+/- 2703 )",34023,"(+/- 4273 )",14966,"(+/- 2526 )",25962,"(+/- 3639 )"
Workers,"Employment Status","Armed Forces",693,"(+/- 564 )",575,"(+/- 304 )",6350,"(+/- 1586 )",1743,"(+/- 973 )",243,"(+/- 248 )",664,"(+/- 488 )",409,"(+/- 273 )",12521,"(+/- 2153 )",120,"(+/- 143 )",43,"(+/- 73 )",0,"(+/- 216 )",166,"(+/- 200 )",1078,"(+/- 537 )",105,"(+/- 175 )",1094,"(+/- 699 )",789,"(+/- 492 )",392,"(+/- 476 )",418,"(+/- 342 )",789,"(+/- 750 )",5656,"(+/- 1039 )",6750,"(+/- 1431 )",1218,"(+/- 536 )",3594,"(+/- 2189 )",4697,"(+/- 1381 )",346,"(+/- 364 )",3420,"(+/- 791 )",304,"(+/- 230 )",173,"(+/- 175 )",141,"(+/- 232 )",375,"(+/- 343 )",329,"(+/- 288 )",325,"(+/- 281 )",982,"(+/- 695 )",350,"(+/- 277 )",226,"(+/- 238 )",717,"(+/- 572 )",1215,"(+/- 1041 )",697,"(+/- 657 )",272,"(+/- 252 )",0,"(+/- 216 )",433,"(+/- 286 )",3261,"(+/- 1407 )",646,"(+/- 408 )",797,"(+/- 521 )",223,"(+/- 168 )",580,"(+/- 565 )",1144,"(+/- 630 )",464,"(+/- 242 )",25341,"(+/- 3447 )",4773,"(+/- 1335 )",18617,"(+/- 3230 )",19847,"(+/- 2754 )",14641,"(+/- 3090 )"
Workers,"Employment Status","Not in labor force",264294,"(+/- 7162 )",227755,"(+/- 5569 )",241465,"(+/- 6951 )",261799,"(+/- 7012 )",210161,"(+/- 7301 )",213134,"(+/- 7867 )",221764,"(+/- 7165 )",239857,"(+/- 9300 )",238882,"(+/- 8868 )",228335,"(+/- 7868 )",220576,"(+/- 6937 )",183092,"(+/- 5788 )",207797,"(+/- 7579 )",194164,"(+/- 5333 )",203448,"(+/- 7799 )",229343,"(+/- 6816 )",193479,"(+/- 6991 )",208936,"(+/- 7091 )",191181,"(+/- 7680 )",215218,"(+/- 5935 )",229196,"(+/- 8358 )",212797,"(+/- 7879 )",235297,"(+/- 8085 )",231664,"(+/- 6965 )",217910,"(+/- 8771 )",203288,"(+/- 6487 )",217685,"(+/- 7394 )",187027,"(+/- 8854 )",187537,"(+/- 8114 )",204239,"(+/- 8601 )",217882,"(+/- 6793 )",208465,"(+/- 6951 )",207708,"(+/- 8388 )",208310,"(+/- 8850 )",212991,"(+/- 7108 )",295596,"(+/- 7774 )",195615,"(+/- 8827 )",209798,"(+/- 7937 )",200433,"(+/- 8011 )",187139,"(+/- 7299 )",221005,"(+/- 7879 )",242123,"(+/- 7837 )",191761,"(+/- 7876 )",198743,"(+/- 7186 )",224680,"(+/- 6374 )",187043,"(+/- 7542 )",199490,"(+/- 7662 )",202293,"(+/- 9329 )",193964,"(+/- 7642 )",223618,"(+/- 8480 )",220118,"(+/- 7527 )",202020,"(+/- 8729 )",199164,"(+/- 9042 )"
Workers,"Employment Status","Civilian labor force",317410,"(+/- 6773 )",360652,"(+/- 6602 )",352372,"(+/- 5634 )",358169,"(+/- 7892 )",386935,"(+/- 9131 )",393304,"(+/- 9188 )",388548,"(+/- 9149 )",288956,"(+/- 8304 )",363865,"(+/- 7609 )",358203,"(+/- 7250 )",396598,"(+/- 6881 )",499937,"(+/- 7052 )",433524,"(+/- 8357 )",430457,"(+/- 7920 )",418114,"(+/- 8511 )",323879,"(+/- 9072 )",458967,"(+/- 8139 )",390612,"(+/- 9056 )",400927,"(+/- 10552 )",362829,"(+/- 6533 )",291115,"(+/- 10273 )",357851,"(+/- 9957 )",329575,"(+/- 10176 )",369646,"(+/- 6895 )",340605,"(+/- 8289 )",369472,"(+/- 6364 )",377310,"(+/- 8440 )",410600,"(+/- 10690 )",385781,"(+/- 14517 )",432426,"(+/- 15019 )",372194,"(+/- 8941 )",361623,"(+/- 10130 )",378203,"(+/- 9506 )",396227,"(+/- 9802 )",377301,"(+/- 9117 )",324706,"(+/- 8727 )",413913,"(+/- 14296 )",360710,"(+/- 9710 )",384294,"(+/- 8411 )",349131,"(+/- 9265 )",377752,"(+/- 7958 )",397387,"(+/- 10830 )",396738,"(+/- 12515 )",354752,"(+/- 13152 )",420136,"(+/- 9070 )",393174,"(+/- 9384 )",379910,"(+/- 10206 )",389077,"(+/- 9350 )",368394,"(+/- 9018 )",367306,"(+/- 10606 )",340381,"(+/- 11241 )",413733,"(+/- 10483 )",430080,"(+/- 13300 )"
Workers,"Employment Status","Unemployment Rate",5.6,"(+/- 0.8 )",4.7,"(+/- 0.6 )",4.8,"(+/- 0.7 )",4.2,"(+/- 0.6 )",3.7,"(+/- 0.6 )",5.7,"(+/- 0.9 )",5.4,"(+/- 0.9 )",8.5,"(+/- 1.3 )",6.0,"(+/- 0.9 )",6.6,"(+/- 0.9 )",4.2,"(+/- 0.7 )",3.8,"(+/- 0.5 )",4.4,"(+/- 0.6 )",3.0,"(+/- 0.5 )",3.4,"(+/- 0.5 )",9.6,"(+/- 1.1 )",3.5,"(+/- 0.5 )",2.6,"(+/- 0.5 )",3.8,"(+/- 0.6 )",4.9,"(+/- 0.9 )",9.3,"(+/- 1.1 )",6.6,"(+/- 0.9 )",8.1,"(+/- 1.3 )",4.2,"(+/- 0.6 )",4.5,"(+/- 0.6 )",4.2,"(+/- 0.7 )",3.3,"(+/- 0.4 )",5.5,"(+/- 0.5 )",4.9,"(+/- 0.6 )",4.5,"(+/- 0.5 )",5.2,"(+/- 0.7 )",5.2,"(+/- 0.6 )",4.3,"(+/- 0.6 )",5.6,"(+/- 0.7 )",4.6,"(+/- 0.7 )",7.2,"(+/- 1.0 )",4.4,"(+/- 0.7 )",4.5,"(+/- 0.6 )",4.7,"(+/- 0.6 )",6.3,"(+/- 0.7 )",5.6,"(+/- 0.7 )",5.1,"(+/- 0.7 )",4.9,"(+/- 0.7 )",7.1,"(+/- 0.9 )",3.2,"(+/- 0.5 )",4.3,"(+/- 0.7 )",4.6,"(+/- 0.6 )",4.3,"(+/- 0.5 )",5.1,"(+/- 0.7 )",4.4,"(+/- 0.7 )",10.0,"(+/- 1.2 )",3.6,"(+/- 0.6 )",6.0,"(+/- 0.8 )"
Workers,"Commuting to Work","Workers 16 years and over",292767,"(+/- 6651 )",336064,"(+/- 6735 )",334925,"(+/- 6091 )",336403,"(+/- 7608 )",361196,"(+/- 9236 )",365600,"(+/- 9639 )",361861,"(+/- 8859 )",271959,"(+/- 7872 )",330952,"(+/- 7163 )",325759,"(+/- 6958 )",367853,"(+/- 7371 )",469691,"(+/- 6435 )",406663,"(+/- 8567 )",408039,"(+/- 8111 )",363391,"(+/- 8069 )",282172,"(+/- 8901 )",407998,"(+/- 8336 )",374135,"(+/- 9247 )",372523,"(+/- 10546 )",344292,"(+/- 7507 )",265392,"(+/- 10327 )",325514,"(+/- 9583 )",298702,"(+/- 9496 )",351239,"(+/- 6914 )",318737,"(+/- 7980 )",346675,"(+/- 6720 )",359003,"(+/- 7898 )",380677,"(+/- 10291 )",357106,"(+/- 13854 )",404868,"(+/- 14217 )",345049,"(+/- 8240 )",335920,"(+/- 9865 )",354766,"(+/- 9543 )",365213,"(+/- 9554 )",352692,"(+/- 8855 )",294979,"(+/- 8823 )",390992,"(+/- 13847 )",337212,"(+/- 9677 )",357198,"(+/- 8389 )",319137,"(+/- 8696 )",348710,"(+/- 8787 )",370331,"(+/- 10634 )",365531,"(+/- 12574 )",322192,"(+/- 12617 )",399911,"(+/- 8801 )",370925,"(+/- 9019 )",355808,"(+/- 10545 )",366192,"(+/- 9325 )",367377,"(+/- 9634 )",349173,"(+/- 10129 )",318463,"(+/- 10592 )",409620,"(+/- 11242 )",410704,"(+/- 12431 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",228213,"(+/- 7246 )",227202,"(+/- 6989 )",256359,"(+/- 7193 )",262310,"(+/- 7792 )",269003,"(+/- 8095 )",272449,"(+/- 8356 )",277505,"(+/- 7918 )",215891,"(+/- 8050 )",255745,"(+/- 7312 )",268019,"(+/- 7386 )",244398,"(+/- 7680 )",130119,"(+/- 5995 )",204416,"(+/- 8112 )",253936,"(+/- 7387 )",257796,"(+/- 6827 )",209417,"(+/- 8216 )",304362,"(+/- 7870 )",269265,"(+/- 7718 )",279199,"(+/- 9750 )",250304,"(+/- 7960 )",206769,"(+/- 9041 )",266154,"(+/- 9157 )",243210,"(+/- 8838 )",243697,"(+/- 7763 )",257217,"(+/- 7581 )",275198,"(+/- 7046 )",269348,"(+/- 8198 )",274113,"(+/- 7860 )",255528,"(+/- 10713 )",311658,"(+/- 12743 )",276043,"(+/- 8609 )",262097,"(+/- 9223 )",253322,"(+/- 9050 )",214857,"(+/- 8084 )",276871,"(+/- 9272 )",229349,"(+/- 9569 )",281055,"(+/- 11543 )",274961,"(+/- 9132 )",288345,"(+/- 8236 )",226470,"(+/- 8064 )",275288,"(+/- 7684 )",299627,"(+/- 10461 )",272360,"(+/- 10653 )",247274,"(+/- 10679 )",306020,"(+/- 9304 )",286143,"(+/- 8468 )",274417,"(+/- 8864 )",279912,"(+/- 7831 )",273509,"(+/- 9384 )",279265,"(+/- 9357 )",234003,"(+/- 9064 )",301287,"(+/- 9572 )",316628,"(+/- 11047 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",27161,"(+/- 2842 )",33539,"(+/- 3601 )",36248,"(+/- 3637 )",27466,"(+/- 3545 )",42647,"(+/- 4990 )",40197,"(+/- 3825 )",35139,"(+/- 4482 )",24500,"(+/- 3226 )",40832,"(+/- 4102 )",34355,"(+/- 3720 )",34268,"(+/- 3780 )",25340,"(+/- 2901 )",31095,"(+/- 3086 )",40220,"(+/- 3554 )",34375,"(+/- 3453 )",36589,"(+/- 4500 )",44780,"(+/- 3853 )",28083,"(+/- 3456 )",46237,"(+/- 4367 )",36610,"(+/- 3995 )",40826,"(+/- 5118 )",37312,"(+/- 4708 )",34701,"(+/- 4222 )",46073,"(+/- 6474 )",29712,"(+/- 3262 )",35488,"(+/- 3935 )",31553,"(+/- 3163 )",21965,"(+/- 2670 )",46014,"(+/- 3966 )",34454,"(+/- 3934 )",34878,"(+/- 4046 )",40151,"(+/- 4136 )",20565,"(+/- 2839 )",35094,"(+/- 3155 )",42961,"(+/- 3717 )",33352,"(+/- 4082 )",23323,"(+/- 2879 )",31062,"(+/- 2975 )",34335,"(+/- 3797 )",39206,"(+/- 3943 )",41844,"(+/- 3989 )",34813,"(+/- 4412 )",34322,"(+/- 3440 )",39430,"(+/- 3959 )",34607,"(+/- 3547 )",38140,"(+/- 4147 )",33164,"(+/- 3488 )",32312,"(+/- 3546 )",24817,"(+/- 4005 )",29061,"(+/- 3142 )",40993,"(+/- 4210 )",31688,"(+/- 3794 )",33376,"(+/- 4777 )"
