cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",14197,"(+/- 1663 )",7207,"(+/- 1403 )",20995,"(+/- 2078 )",14110,"(+/- 1646 )",53234,"(+/- 3263 )",51369,"(+/- 3104 )",41353,"(+/- 3506 )",17796,"(+/- 1933 )",42563,"(+/- 2303 )",40941,"(+/- 2497 )",24679,"(+/- 2184 )",10939,"(+/- 1406 )",13593,"(+/- 1844 )",37659,"(+/- 3028 )",11361,"(+/- 1472 )",12821,"(+/- 1759 )",6656,"(+/- 1061 )",17579,"(+/- 1664 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",56680,"(+/- 1668 )",51472,"(+/- 1971 )",75411,"(+/- 2852 )",59548,"(+/- 2230 )",94144,"(+/- 3697 )",105292,"(+/- 3210 )",64312,"(+/- 3406 )",77991,"(+/- 2658 )",78569,"(+/- 3278 )",84608,"(+/- 3130 )",81598,"(+/- 2281 )",53008,"(+/- 2115 )",53578,"(+/- 1812 )",100011,"(+/- 4132 )",56268,"(+/- 1279 )",62868,"(+/- 1698 )",50346,"(+/- 1124 )",67284,"(+/- 2008 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",77579,"(+/- 2490 )",67025,"(+/- 1917 )",97421,"(+/- 2749 )",80812,"(+/- 2413 )",136410,"(+/- 4149 )",139434,"(+/- 4046 )",110288,"(+/- 6757 )",94385,"(+/- 2136 )",118334,"(+/- 3335 )",125139,"(+/- 3348 )",103117,"(+/- 2684 )",70836,"(+/- 2056 )",73396,"(+/- 2121 )",121969,"(+/- 3556 )",73940,"(+/- 1978 )",79014,"(+/- 2124 )",64740,"(+/- 1707 )",86615,"(+/- 2047 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",706225,"(+/- 18048 )",679613,"(+/- 13044 )",694864,"(+/- 16873 )",674474,"(+/- 22615 )",735499,"(+/- 18273 )",705903,"(+/- 11957 )",713366,"(+/- 21718 )",713050,"(+/- 12433 )",709797,"(+/- 14108 )",686206,"(+/- 7713 )",716765,"(+/- 11216 )",659053,"(+/- 3960 )",686242,"(+/- 8776 )",723879,"(+/- 9969 )",663880,"(+/- 6198 )",680789,"(+/- 6610 )",649957,"(+/- 7944 )",688815,"(+/- 9826 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",648645,"(+/- 16781 )",618898,"(+/- 13871 )",632189,"(+/- 16649 )",571895,"(+/- 19845 )",690753,"(+/- 17035 )",674834,"(+/- 11770 )",655118,"(+/- 18610 )",640595,"(+/- 13127 )",656391,"(+/- 13427 )",625686,"(+/- 8627 )",660219,"(+/- 12426 )",614535,"(+/- 5973 )",654607,"(+/- 9175 )",687303,"(+/- 11074 )",620496,"(+/- 6342 )",648765,"(+/- 7254 )",607520,"(+/- 7595 )",656637,"(+/- 9405 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",458063,"(+/- 14508 )",397785,"(+/- 11079 )",487530,"(+/- 16888 )",364557,"(+/- 16231 )",572349,"(+/- 16341 )",591661,"(+/- 12386 )",441166,"(+/- 14649 )",485245,"(+/- 14699 )",525978,"(+/- 12596 )",490563,"(+/- 11949 )",515095,"(+/- 13647 )",437676,"(+/- 9961 )",501950,"(+/- 10735 )",596829,"(+/- 12279 )",451548,"(+/- 7993 )",509728,"(+/- 10563 )",412314,"(+/- 8520 )",519900,"(+/- 9159 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",270640,"(+/- 11125 )",289102,"(+/- 13270 )",217598,"(+/- 12000 )",242557,"(+/- 12345 )",168143,"(+/- 9022 )",164719,"(+/- 8453 )",264167,"(+/- 14286 )",222751,"(+/- 9856 )",205992,"(+/- 10407 )",203944,"(+/- 9140 )",212485,"(+/- 10026 )",276025,"(+/- 8610 )",237994,"(+/- 7474 )",165566,"(+/- 9698 )",268926,"(+/- 7262 )",242691,"(+/- 8858 )",290104,"(+/- 8404 )",240550,"(+/- 7125 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",57580,"(+/- 5991 )",60715,"(+/- 6597 )",62675,"(+/- 7703 )",102579,"(+/- 8270 )",44746,"(+/- 5397 )",31069,"(+/- 4701 )",58248,"(+/- 6493 )",72455,"(+/- 7097 )",53406,"(+/- 7073 )",60520,"(+/- 5513 )",56546,"(+/- 6660 )",44518,"(+/- 4842 )",31635,"(+/- 3976 )",36576,"(+/- 5767 )",43384,"(+/- 4112 )",32024,"(+/- 3619 )",42437,"(+/- 4280 )",32178,"(+/- 3987 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",164681,"(+/- 8766 )",167317,"(+/- 8963 )",169903,"(+/- 9760 )",163736,"(+/- 10658 )",151081,"(+/- 8170 )",170930,"(+/- 6498 )",152605,"(+/- 12002 )",178606,"(+/- 8914 )",158518,"(+/- 9217 )",175564,"(+/- 5133 )",186143,"(+/- 6778 )",153450,"(+/- 2505 )",156272,"(+/- 4911 )",191640,"(+/- 6108 )",159046,"(+/- 3508 )",159230,"(+/- 3891 )",154544,"(+/- 4783 )",168259,"(+/- 5638 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",8425,"(+/- 2404 )",6372,"(+/- 2088 )",8678,"(+/- 2691 )",6630,"(+/- 1981 )",3375,"(+/- 1267 )",4737,"(+/- 1658 )",5828,"(+/- 1664 )",10172,"(+/- 2965 )",7244,"(+/- 2541 )",8516,"(+/- 2640 )",7012,"(+/- 2011 )",6981,"(+/- 2088 )",4286,"(+/- 1392 )",7314,"(+/- 2593 )",8154,"(+/- 1845 )",4488,"(+/- 1192 )",5506,"(+/- 1530 )",6321,"(+/- 2152 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.7,"(+/- 1.5 )",12.3,"(+/- 1.7 )",6.8,"(+/- 1.3 )",10.7,"(+/- 1.4 )",5.2,"(+/- 0.9 )",3.1,"(+/- 0.7 )",13.8,"(+/- 1.7 )",7.0,"(+/- 1.1 )",5.6,"(+/- 1.1 )",5.2,"(+/- 0.9 )",6.4,"(+/- 1.0 )",10.1,"(+/- 1.2 )",10.8,"(+/- 1.5 )",2.9,"(+/- 0.8 )",8.2,"(+/- 0.8 )",7.2,"(+/- 1.1 )",12.7,"(+/- 1.2 )",6.3,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",17.6,"(+/- 2.6 )",20.5,"(+/- 3.4 )",10.8,"(+/- 2.5 )",16.3,"(+/- 2.5 )",8.3,"(+/- 1.9 )",4.6,"(+/- 1.4 )",21.4,"(+/- 2.9 )",11.0,"(+/- 2.1 )",7.5,"(+/- 2.1 )",8.9,"(+/- 1.8 )",9.9,"(+/- 1.9 )",17.6,"(+/- 2.5 )",16.8,"(+/- 2.7 )",4.1,"(+/- 1.4 )",13.6,"(+/- 1.8 )",14.2,"(+/- 2.3 )",22.3,"(+/- 2.2 )",10.3,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.7,"(+/- 6.5 )",18.0,"(+/- 7.9 )",8.4,"(+/- 5.6 )",10.6,"(+/- 4.0 )",5.1,"(+/- 2.9 )",4.5,"(+/- 3.1 )",15.1,"(+/- 6.7 )",10.4,"(+/- 5.2 )",3.9,"(+/- 2.1 )",5.3,"(+/- 3.3 )",9.2,"(+/- 7.1 )",23.8,"(+/- 6.8 )",20.1,"(+/- 7.2 )",1.5,"(+/- 1.3 )",17.7,"(+/- 4.9 )",16.7,"(+/- 5.5 )",28.1,"(+/- 7.4 )",12.5,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.2,"(+/- 1.1 )",6.0,"(+/- 1.7 )",3.9,"(+/- 1.1 )",6.4,"(+/- 1.3 )",2.8,"(+/- 0.9 )",1.9,"(+/- 0.6 )",4.2,"(+/- 1.3 )",4.0,"(+/- 1.0 )",4.1,"(+/- 1.0 )",2.7,"(+/- 0.8 )",3.6,"(+/- 1.1 )",3.7,"(+/- 0.9 )",4.1,"(+/- 1.0 )",1.4,"(+/- 0.4 )",3.9,"(+/- 0.7 )",3.3,"(+/- 0.9 )",4.7,"(+/- 0.9 )",3.1,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.1,"(+/- 1.8 )",9.1,"(+/- 3.7 )",5.9,"(+/- 2.0 )",9.0,"(+/- 2.3 )",4.7,"(+/- 1.9 )",2.8,"(+/- 1.3 )",5.4,"(+/- 2.4 )",5.1,"(+/- 1.8 )",4.5,"(+/- 1.8 )",3.9,"(+/- 1.5 )",5.7,"(+/- 2.1 )",5.3,"(+/- 1.8 )",4.9,"(+/- 1.8 )",1.0,"(+/- 0.4 )",4.7,"(+/- 1.2 )",5.9,"(+/- 2.0 )",6.9,"(+/- 2.1 )",4.7,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.6,"(+/- 1.1 )",8.0,"(+/- 9.0 )",4.9,"(+/- 4.9 )",5.0,"(+/- 3.6 )",1.4,"(+/- 1.6 )",3.4,"(+/- 3.0 )",0.6,"(+/- 1.0 )",2.1,"(+/- 2.4 )",2.6,"(+/- 1.8 )",2.1,"(+/- 2.1 )",5.9,"(+/- 8.5 )",8.4,"(+/- 5.8 )",3.5,"(+/- 3.6 )",0.3,"(+/- 0.4 )",5.8,"(+/- 3.9 )",1.2,"(+/- 1.1 )",4.1,"(+/- 3.9 )",3.1,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",26.1,"(+/- 3.7 )",21.8,"(+/- 3.4 )",18.8,"(+/- 4.2 )",23.8,"(+/- 4.3 )",16.1,"(+/- 4.4 )",11.6,"(+/- 4.0 )",28.2,"(+/- 4.3 )",17.9,"(+/- 4.1 )",14.6,"(+/- 5.0 )",17.1,"(+/- 4.5 )",16.8,"(+/- 4.3 )",27.7,"(+/- 4.0 )",30.5,"(+/- 4.6 )",14.5,"(+/- 5.6 )",26.8,"(+/- 3.7 )",25.2,"(+/- 4.3 )",34.6,"(+/- 3.9 )",17.1,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",35.6,"(+/- 5.2 )",30.4,"(+/- 5.1 )",26.7,"(+/- 6.3 )",34.3,"(+/- 6.1 )",24.9,"(+/- 8.1 )",13.1,"(+/- 5.8 )",36.6,"(+/- 5.8 )",27.2,"(+/- 6.8 )",21.1,"(+/- 8.1 )",26.0,"(+/- 7.1 )",25.1,"(+/- 6.1 )",36.1,"(+/- 6.2 )",37.5,"(+/- 5.9 )",21.5,"(+/- 8.8 )",35.6,"(+/- 5.1 )",36.0,"(+/- 6.1 )",43.8,"(+/- 4.9 )",21.5,"(+/- 6.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",43.9,"(+/- 16.8 )",26.1,"(+/- 14.0 )",17.0,"(+/- 16.8 )",21.6,"(+/- 12.9 )",27.6,"(+/- 20.9 )",19.1,"(+/- 17.1 )",42.3,"(+/- 19.5 )",64.2,"(+/- 17.7 )",12.4,"(+/- 13.5 )",18.6,"(+/- 20.2 )",25.0,"(+/- 16.3 )",44.8,"(+/- 14.6 )",55.6,"(+/- 19.0 )",5.2,"(+/- 9.4 )",44.1,"(+/- 12.2 )",53.8,"(+/- 15.7 )",57.5,"(+/- 12.4 )",45.2,"(+/- 16.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.0,"(+/- 1.5 )",17.1,"(+/- 1.9 )",9.0,"(+/- 1.3 )",12.9,"(+/- 1.4 )",8.1,"(+/- 0.9 )",4.6,"(+/- 0.9 )",19.7,"(+/- 1.8 )",8.9,"(+/- 1.2 )",9.7,"(+/- 1.2 )",7.8,"(+/- 1.0 )",8.0,"(+/- 0.9 )",14.5,"(+/- 1.1 )",17.9,"(+/- 1.5 )",4.3,"(+/- 0.8 )",11.9,"(+/- 0.9 )",11.2,"(+/- 1.1 )",16.3,"(+/- 1.1 )",10.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",21.1,"(+/- 3.3 )",26.6,"(+/- 4.6 )",12.3,"(+/- 3.0 )",19.6,"(+/- 3.2 )",9.8,"(+/- 2.5 )",5.6,"(+/- 2.0 )",28.2,"(+/- 4.2 )",15.2,"(+/- 3.0 )",10.6,"(+/- 3.3 )",12.2,"(+/- 2.6 )",12.9,"(+/- 2.4 )",20.3,"(+/- 2.9 )",20.0,"(+/- 3.1 )",5.3,"(+/- 1.8 )",15.4,"(+/- 2.0 )",15.3,"(+/- 2.6 )",25.5,"(+/- 2.8 )",12.3,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",20.8,"(+/- 3.3 )",26.5,"(+/- 4.6 )",12.2,"(+/- 3.0 )",19.2,"(+/- 3.2 )",9.6,"(+/- 2.5 )",5.4,"(+/- 2.0 )",28.0,"(+/- 4.2 )",15.2,"(+/- 3.1 )",10.5,"(+/- 3.3 )",12.0,"(+/- 2.7 )",12.4,"(+/- 2.2 )",19.6,"(+/- 2.8 )",19.6,"(+/- 3.1 )",5.0,"(+/- 1.8 )",15.0,"(+/- 2.0 )",15.0,"(+/- 2.6 )",25.3,"(+/- 2.8 )",11.6,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",22.8,"(+/- 5.7 )",33.0,"(+/- 7.0 )",13.1,"(+/- 4.7 )",17.2,"(+/- 4.5 )",7.3,"(+/- 2.7 )",7.3,"(+/- 3.2 )",29.1,"(+/- 6.2 )",20.2,"(+/- 4.6 )",9.8,"(+/- 4.3 )",13.0,"(+/- 4.3 )",16.0,"(+/- 5.2 )",26.3,"(+/- 5.0 )",23.0,"(+/- 4.8 )",5.7,"(+/- 2.8 )",15.6,"(+/- 2.9 )",16.4,"(+/- 3.0 )",31.2,"(+/- 5.3 )",15.1,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.1,"(+/- 3.2 )",24.2,"(+/- 5.0 )",11.9,"(+/- 3.2 )",20.0,"(+/- 3.6 )",10.6,"(+/- 2.9 )",4.8,"(+/- 1.9 )",27.5,"(+/- 4.7 )",13.1,"(+/- 3.2 )",10.7,"(+/- 3.3 )",11.6,"(+/- 3.1 )",11.3,"(+/- 1.9 )",17.2,"(+/- 2.9 )",18.4,"(+/- 3.5 )",4.8,"(+/- 1.8 )",14.8,"(+/- 2.3 )",14.6,"(+/- 3.1 )",23.2,"(+/- 2.6 )",10.3,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.6,"(+/- 1.2 )",14.3,"(+/- 1.4 )",8.1,"(+/- 1.0 )",11.0,"(+/- 1.0 )",7.7,"(+/- 0.6 )",4.3,"(+/- 0.7 )",17.5,"(+/- 1.5 )",6.9,"(+/- 0.8 )",9.4,"(+/- 0.9 )",6.4,"(+/- 0.6 )",6.5,"(+/- 0.6 )",12.9,"(+/- 1.0 )",17.3,"(+/- 1.3 )",3.9,"(+/- 0.6 )",10.9,"(+/- 0.8 )",10.0,"(+/- 0.8 )",13.7,"(+/- 1.0 )",9.6,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.9,"(+/- 1.6 )",11.4,"(+/- 1.7 )",7.9,"(+/- 1.4 )",13.9,"(+/- 2.7 )",10.2,"(+/- 1.5 )",4.4,"(+/- 1.3 )",15.2,"(+/- 2.1 )",6.5,"(+/- 1.6 )",10.0,"(+/- 1.8 )",6.2,"(+/- 1.2 )",5.3,"(+/- 1.4 )",9.3,"(+/- 1.5 )",9.2,"(+/- 1.9 )",3.9,"(+/- 1.4 )",8.0,"(+/- 1.1 )",6.8,"(+/- 1.2 )",8.0,"(+/- 1.1 )",7.5,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.8,"(+/- 1.8 )",14.1,"(+/- 2.2 )",7.3,"(+/- 1.4 )",11.2,"(+/- 1.6 )",5.7,"(+/- 1.1 )",3.3,"(+/- 0.9 )",16.4,"(+/- 2.3 )",7.7,"(+/- 1.3 )",6.4,"(+/- 1.5 )",6.0,"(+/- 1.1 )",6.7,"(+/- 1.0 )",10.7,"(+/- 1.3 )",12.4,"(+/- 1.7 )",2.8,"(+/- 0.8 )",8.8,"(+/- 0.9 )",8.2,"(+/- 1.3 )",13.9,"(+/- 1.3 )",6.8,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",28.9,"(+/- 2.4 )",28.8,"(+/- 2.9 )",18.6,"(+/- 2.0 )",19.6,"(+/- 2.0 )",14.3,"(+/- 1.4 )",12.6,"(+/- 2.2 )",27.3,"(+/- 2.0 )",15.3,"(+/- 2.2 )",21.0,"(+/- 2.3 )",18.5,"(+/- 2.1 )",15.4,"(+/- 2.0 )",27.9,"(+/- 2.3 )",32.4,"(+/- 2.3 )",14.2,"(+/- 2.4 )",25.0,"(+/- 2.0 )",22.7,"(+/- 1.7 )",24.4,"(+/- 1.8 )",24.2,"(+/- 2.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",175127,"(+/- 9103 )",170779,"(+/- 9147 )",171970,"(+/- 10093 )",171452,"(+/- 10667 )",164232,"(+/- 7896 )",181930,"(+/- 6912 )",170571,"(+/- 12617 )",175067,"(+/- 9260 )",180417,"(+/- 8414 )",181466,"(+/- 5504 )",190654,"(+/- 7293 )",158106,"(+/- 4097 )",204685,"(+/- 6357 )",194829,"(+/- 6882 )",151842,"(+/- 4363 )",160587,"(+/- 5004 )",148638,"(+/- 4934 )",171066,"(+/- 5759 )"
Education,"School Enrollment","Nursery school, preschool",10986,"(+/- 1852 )",12606,"(+/- 2701 )",11250,"(+/- 2061 )",11536,"(+/- 2164 )",12895,"(+/- 1690 )",14529,"(+/- 2258 )",12931,"(+/- 2517 )",11704,"(+/- 2088 )",12968,"(+/- 1966 )",10315,"(+/- 1525 )",10673,"(+/- 1810 )",13961,"(+/- 2050 )",11867,"(+/- 2285 )",13834,"(+/- 1940 )",11809,"(+/- 1701 )",10587,"(+/- 1141 )",11695,"(+/- 1561 )",14239,"(+/- 1739 )"
Education,"School Enrollment",Kindergarten,8322,"(+/- 1861 )",7475,"(+/- 1807 )",7219,"(+/- 1641 )",8262,"(+/- 1732 )",7539,"(+/- 1401 )",9130,"(+/- 1386 )",6476,"(+/- 1744 )",8936,"(+/- 1995 )",8649,"(+/- 1675 )",9859,"(+/- 1680 )",8404,"(+/- 1807 )",7135,"(+/- 1288 )",6293,"(+/- 1545 )",8620,"(+/- 1631 )",8768,"(+/- 1199 )",6882,"(+/- 1103 )",6473,"(+/- 1095 )",9269,"(+/- 1361 )"
Education,"School Enrollment","Elementary school (grades 1-8)",70362,"(+/- 5187 )",69418,"(+/- 4985 )",73292,"(+/- 5848 )",71281,"(+/- 5331 )",61026,"(+/- 4759 )",69653,"(+/- 4106 )",64929,"(+/- 6684 )",73202,"(+/- 5429 )",65247,"(+/- 5393 )",75014,"(+/- 4080 )",81460,"(+/- 4578 )",63863,"(+/- 2515 )",63688,"(+/- 3514 )",86056,"(+/- 4244 )",67643,"(+/- 2889 )",66104,"(+/- 2708 )",64198,"(+/- 2522 )",74496,"(+/- 3617 )"
Education,"School Enrollment","High school (grades 9-12)",37630,"(+/- 4096 )",38719,"(+/- 4869 )",38429,"(+/- 4015 )",36694,"(+/- 4487 )",29933,"(+/- 3292 )",42895,"(+/- 3242 )",29300,"(+/- 3515 )",39807,"(+/- 3088 )",33843,"(+/- 3290 )",43297,"(+/- 2922 )",42685,"(+/- 3758 )",34479,"(+/- 2013 )",32751,"(+/- 3097 )",46634,"(+/- 3502 )",32584,"(+/- 2226 )",37482,"(+/- 2295 )",35300,"(+/- 2102 )",33470,"(+/- 2164 )"
Education,"School Enrollment","College or graduate school",47827,"(+/- 4384 )",42561,"(+/- 4423 )",41780,"(+/- 3913 )",43679,"(+/- 3692 )",52839,"(+/- 3709 )",45723,"(+/- 3931 )",56935,"(+/- 5443 )",41418,"(+/- 4404 )",59710,"(+/- 4297 )",42981,"(+/- 2858 )",47432,"(+/- 4259 )",38668,"(+/- 3068 )",90086,"(+/- 4720 )",39685,"(+/- 4087 )",31038,"(+/- 2641 )",39532,"(+/- 3585 )",30972,"(+/- 2687 )",39592,"(+/- 3329 )"
Education,"Educational Attainment","Population 25 years and over",487651,"(+/- 12038 )",458173,"(+/- 8568 )",484065,"(+/- 10838 )",454477,"(+/- 13030 )",534745,"(+/- 12370 )",495270,"(+/- 8442 )",515013,"(+/- 14111 )",487915,"(+/- 8714 )",511423,"(+/- 9778 )",472120,"(+/- 6703 )",474944,"(+/- 9074 )",474370,"(+/- 3467 )",453051,"(+/- 6655 )",489571,"(+/- 7842 )",479240,"(+/- 4248 )",480220,"(+/- 4948 )",459311,"(+/- 5118 )",483135,"(+/- 5869 )"
Education,"Educational Attainment","Less than 9th grade",16468,"(+/- 2453 )",22487,"(+/- 3616 )",31672,"(+/- 4219 )",64429,"(+/- 5351 )",23848,"(+/- 4070 )",10905,"(+/- 2112 )",26276,"(+/- 3284 )",31899,"(+/- 4795 )",20329,"(+/- 3153 )",27306,"(+/- 3627 )",28367,"(+/- 3338 )",11942,"(+/- 1513 )",10531,"(+/- 2249 )",9981,"(+/- 3301 )",14842,"(+/- 1739 )",12741,"(+/- 1968 )",16625,"(+/- 2257 )",7700,"(+/- 1314 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",36134,"(+/- 4088 )",27057,"(+/- 2840 )",28653,"(+/- 3661 )",40038,"(+/- 4507 )",15096,"(+/- 1899 )",11338,"(+/- 1971 )",41059,"(+/- 3758 )",26827,"(+/- 3091 )",22143,"(+/- 3426 )",25402,"(+/- 3243 )",28309,"(+/- 3108 )",34012,"(+/- 3325 )",23071,"(+/- 2536 )",18364,"(+/- 3323 )",31101,"(+/- 2389 )",30275,"(+/- 2905 )",34053,"(+/- 3410 )",21357,"(+/- 1969 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",125646,"(+/- 6841 )",140583,"(+/- 7452 )",139139,"(+/- 7605 )",129651,"(+/- 6725 )",87069,"(+/- 5898 )",85900,"(+/- 5971 )",108863,"(+/- 6388 )",122634,"(+/- 5934 )",79281,"(+/- 5790 )",95858,"(+/- 5358 )",115800,"(+/- 6846 )",145726,"(+/- 6131 )",140380,"(+/- 5635 )",110499,"(+/- 4959 )",163577,"(+/- 4271 )",160596,"(+/- 5773 )",160224,"(+/- 5699 )",144185,"(+/- 5252 )"
Education,"Educational Attainment","Some college, no degree",116637,"(+/- 6573 )",122206,"(+/- 5940 )",94211,"(+/- 5672 )",67282,"(+/- 4929 )",74715,"(+/- 4749 )",85704,"(+/- 4955 )",80870,"(+/- 5955 )",96118,"(+/- 5642 )",73318,"(+/- 5097 )",85467,"(+/- 4376 )",89056,"(+/- 4749 )",120619,"(+/- 6342 )",97957,"(+/- 4557 )",99730,"(+/- 5675 )",109179,"(+/- 4515 )",115185,"(+/- 4396 )",106854,"(+/- 4352 )",102308,"(+/- 3764 )"
Education,"Educational Attainment","Associate's degree",39966,"(+/- 3543 )",39185,"(+/- 3589 )",39309,"(+/- 3579 )",26904,"(+/- 3005 )",30448,"(+/- 2864 )",38120,"(+/- 3067 )",26800,"(+/- 3224 )",39697,"(+/- 3220 )",31257,"(+/- 3227 )",29386,"(+/- 2539 )",35146,"(+/- 3311 )",48775,"(+/- 3555 )",39489,"(+/- 2805 )",42322,"(+/- 3828 )",60385,"(+/- 2658 )",48725,"(+/- 3453 )",48785,"(+/- 3273 )",45359,"(+/- 2962 )"
Education,"Educational Attainment","Bachelor's degree",90948,"(+/- 5175 )",67282,"(+/- 4976 )",98163,"(+/- 5754 )",82546,"(+/- 4953 )",177415,"(+/- 7160 )",158482,"(+/- 5944 )",119782,"(+/- 6838 )",112366,"(+/- 5876 )",160162,"(+/- 6468 )",119711,"(+/- 5710 )",112466,"(+/- 5809 )",68607,"(+/- 4031 )",82514,"(+/- 5232 )",133760,"(+/- 5634 )",63952,"(+/- 3244 )",72626,"(+/- 4878 )",60665,"(+/- 3135 )",104793,"(+/- 4014 )"
Education,"Educational Attainment","Graduate or professional degree",61852,"(+/- 4185 )",39373,"(+/- 2986 )",52918,"(+/- 3623 )",43627,"(+/- 3461 )",126154,"(+/- 6479 )",104821,"(+/- 5079 )",111363,"(+/- 6312 )",58374,"(+/- 4159 )",124933,"(+/- 5678 )",88990,"(+/- 4619 )",65800,"(+/- 4530 )",44689,"(+/- 3146 )",59109,"(+/- 4069 )",74915,"(+/- 5105 )",36204,"(+/- 2515 )",40072,"(+/- 2760 )",32105,"(+/- 2384 )",57433,"(+/- 3438 )"
Education,"Educational Attainment","Percent high school graduate or higher",89.2,"(+/- 1.0 )",89.2,"(+/- 1.0 )",87.5,"(+/- 1.2 )",77.0,"(+/- 1.3 )",92.7,"(+/- 0.8 )",95.5,"(+/- 0.5 )",86.9,"(+/- 0.9 )",88.0,"(+/- 1.2 )",91.7,"(+/- 0.9 )",88.8,"(+/- 1.1 )",88.1,"(+/- 0.8 )",90.3,"(+/- 0.8 )",92.6,"(+/- 0.7 )",94.2,"(+/- 1.0 )",90.4,"(+/- 0.6 )",91.0,"(+/- 0.7 )",89.0,"(+/- 0.9 )",94.0,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",31.3,"(+/- 1.2 )",23.3,"(+/- 1.3 )",31.2,"(+/- 1.2 )",27.8,"(+/- 1.0 )",56.8,"(+/- 1.2 )",53.2,"(+/- 1.3 )",44.9,"(+/- 1.1 )",35.0,"(+/- 1.5 )",55.7,"(+/- 1.5 )",44.2,"(+/- 1.4 )",37.5,"(+/- 1.2 )",23.9,"(+/- 1.2 )",31.3,"(+/- 1.2 )",42.6,"(+/- 1.3 )",20.9,"(+/- 0.8 )",23.5,"(+/- 1.1 )",20.2,"(+/- 0.9 )",33.6,"(+/- 1.0 )"

"Source: 2019 American Community Survey 1-Year Estimates"
