cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",15.6,"(+/- 2.5 )",18.8,"(+/- 2.8 )",24.7,"(+/- 3.2 )",16.4,"(+/- 2.2 )",9.9,"(+/- 1.8 )",18.5,"(+/- 2.8 )",15.9,"(+/- 2.6 )",15.2,"(+/- 2.5 )",30.0,"(+/- 3.2 )",21.3,"(+/- 3.5 )",32.9,"(+/- 3.9 )",10.9,"(+/- 2.5 )",27.1,"(+/- 3.3 )",11.7,"(+/- 2.8 )",12.9,"(+/- 2.6 )",8.9,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",22.3,"(+/- 4.2 )",19.5,"(+/- 3.8 )",28.1,"(+/- 4.6 )",21.7,"(+/- 4.3 )",11.5,"(+/- 3.5 )",24.3,"(+/- 4.4 )",17.9,"(+/- 3.9 )",18.6,"(+/- 4.1 )",33.9,"(+/- 4.5 )",24.9,"(+/- 4.4 )",36.0,"(+/- 5.6 )",10.7,"(+/- 3.7 )",30.3,"(+/- 4.9 )",15.9,"(+/- 5.2 )",13.8,"(+/- 3.7 )",9.4,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",13.2,"(+/- 2.6 )",18.6,"(+/- 3.3 )",23.2,"(+/- 3.6 )",14.5,"(+/- 2.2 )",9.4,"(+/- 1.9 )",16.3,"(+/- 2.8 )",15.2,"(+/- 2.8 )",14.0,"(+/- 2.5 )",28.6,"(+/- 3.8 )",19.9,"(+/- 3.8 )",31.7,"(+/- 4.0 )",11.0,"(+/- 2.9 )",25.9,"(+/- 3.6 )",10.3,"(+/- 2.4 )",12.5,"(+/- 2.8 )",8.7,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.2,"(+/- 0.8 )",11.0,"(+/- 0.9 )",15.5,"(+/- 1.1 )",10.0,"(+/- 0.8 )",8.4,"(+/- 0.7 )",11.8,"(+/- 0.9 )",9.3,"(+/- 0.7 )",10.7,"(+/- 0.9 )",17.0,"(+/- 1.1 )",12.3,"(+/- 0.9 )",19.9,"(+/- 1.2 )",8.5,"(+/- 0.9 )",15.4,"(+/- 1.1 )",8.1,"(+/- 0.8 )",9.8,"(+/- 0.8 )",6.2,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.8,"(+/- 1.2 )",10.1,"(+/- 1.8 )",13.4,"(+/- 2.2 )",7.1,"(+/- 1.2 )",5.8,"(+/- 1.0 )",8.6,"(+/- 1.1 )",7.2,"(+/- 1.0 )",7.5,"(+/- 1.3 )",11.0,"(+/- 1.5 )",7.5,"(+/- 1.4 )",16.5,"(+/- 1.9 )",5.7,"(+/- 1.4 )",10.3,"(+/- 1.2 )",6.2,"(+/- 0.9 )",7.0,"(+/- 1.3 )",5.5,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.4,"(+/- 1.1 )",10.5,"(+/- 1.4 )",15.7,"(+/- 1.6 )",9.2,"(+/- 1.1 )",5.6,"(+/- 0.9 )",10.3,"(+/- 1.2 )",8.4,"(+/- 1.2 )",8.8,"(+/- 1.1 )",16.9,"(+/- 1.8 )",11.4,"(+/- 1.5 )",19.0,"(+/- 2.0 )",6.4,"(+/- 1.2 )",14.6,"(+/- 1.5 )",6.6,"(+/- 1.2 )",7.5,"(+/- 1.2 )",4.6,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",26.6,"(+/- 1.9 )",21.4,"(+/- 2.0 )",23.7,"(+/- 2.0 )",21.1,"(+/- 1.8 )",22.2,"(+/- 1.7 )",26.4,"(+/- 2.1 )",22.4,"(+/- 1.7 )",25.4,"(+/- 2.5 )",28.9,"(+/- 1.8 )",23.7,"(+/- 1.9 )",31.7,"(+/- 2.0 )",21.8,"(+/- 2.4 )",26.5,"(+/- 2.1 )",18.8,"(+/- 1.7 )",23.0,"(+/- 2.1 )",15.9,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",195369,"(+/- 5649 )",161583,"(+/- 5057 )",221435,"(+/- 7077 )",163081,"(+/- 4198 )",174678,"(+/- 5387 )",147643,"(+/- 3749 )",160737,"(+/- 6863 )",184730,"(+/- 4435 )",167218,"(+/- 7222 )",179609,"(+/- 3989 )",169471,"(+/- 5668 )",197743,"(+/- 5724 )",152866,"(+/- 5187 )",157975,"(+/- 4447 )",179084,"(+/- 5850 )",158062,"(+/- 6328 )"
Education,"School Enrollment","Nursery school, preschool",13478,"(+/- 1973 )",11564,"(+/- 1679 )",11502,"(+/- 2321 )",12966,"(+/- 1680 )",11707,"(+/- 1404 )",11414,"(+/- 1897 )",11022,"(+/- 2000 )",10299,"(+/- 1595 )",8947,"(+/- 1513 )",12305,"(+/- 1812 )",11744,"(+/- 2022 )",13846,"(+/- 2011 )",8066,"(+/- 1429 )",11846,"(+/- 1539 )",11387,"(+/- 1659 )",12078,"(+/- 1597 )"
Education,"School Enrollment",Kindergarten,9688,"(+/- 1752 )",9964,"(+/- 2049 )",12903,"(+/- 2567 )",7577,"(+/- 1344 )",8440,"(+/- 1295 )",9202,"(+/- 1415 )",8671,"(+/- 1572 )",8902,"(+/- 1571 )",8273,"(+/- 1440 )",9156,"(+/- 1524 )",8549,"(+/- 1460 )",8751,"(+/- 1611 )",7402,"(+/- 1571 )",8163,"(+/- 1444 )",8578,"(+/- 1598 )",7316,"(+/- 1307 )"
Education,"School Enrollment","Elementary school (grades 1-8)",77576,"(+/- 3776 )",71017,"(+/- 3794 )",84334,"(+/- 3547 )",68164,"(+/- 2444 )",71703,"(+/- 3002 )",66055,"(+/- 2547 )",73926,"(+/- 3741 )",76544,"(+/- 2082 )",73667,"(+/- 5274 )",67171,"(+/- 2567 )",61640,"(+/- 3928 )",84150,"(+/- 3898 )",56213,"(+/- 3279 )",67136,"(+/- 3584 )",69544,"(+/- 3612 )",67311,"(+/- 3876 )"
Education,"School Enrollment","High school (grades 9-12)",39621,"(+/- 2850 )",38098,"(+/- 2521 )",39543,"(+/- 3110 )",40102,"(+/- 2217 )",35908,"(+/- 1816 )",34226,"(+/- 1929 )",36839,"(+/- 2812 )",39541,"(+/- 2027 )",35088,"(+/- 2740 )",32641,"(+/- 2005 )",34445,"(+/- 2766 )",41027,"(+/- 2479 )",31378,"(+/- 2061 )",35419,"(+/- 2743 )",39799,"(+/- 2904 )",35867,"(+/- 2896 )"
Education,"School Enrollment","College or graduate school",55006,"(+/- 3676 )",30940,"(+/- 2903 )",73153,"(+/- 5258 )",34272,"(+/- 2855 )",46920,"(+/- 3728 )",26746,"(+/- 2310 )",30279,"(+/- 3078 )",49444,"(+/- 4093 )",41243,"(+/- 4082 )",58336,"(+/- 3427 )",53093,"(+/- 3870 )",49969,"(+/- 4344 )",49807,"(+/- 3640 )",35411,"(+/- 3583 )",49776,"(+/- 3305 )",35490,"(+/- 2730 )"
Education,"Educational Attainment","Population 25 years and over",498444,"(+/- 6126 )",511599,"(+/- 6514 )",524905,"(+/- 7326 )",495000,"(+/- 4386 )",491700,"(+/- 4535 )",496262,"(+/- 4889 )",499046,"(+/- 5714 )",487504,"(+/- 1640 )",474682,"(+/- 7591 )",495847,"(+/- 1532 )",475195,"(+/- 7755 )",540443,"(+/- 7900 )",495839,"(+/- 6808 )",510188,"(+/- 6490 )",538878,"(+/- 7063 )",514273,"(+/- 7001 )"
Education,"Educational Attainment","Less than 9th grade",10455,"(+/- 1942 )",14312,"(+/- 2116 )",22724,"(+/- 4096 )",10282,"(+/- 1721 )",7651,"(+/- 1325 )",13777,"(+/- 2230 )",26222,"(+/- 3320 )",9046,"(+/- 1457 )",18895,"(+/- 2922 )",11717,"(+/- 1920 )",13540,"(+/- 1758 )",8438,"(+/- 1597 )",12999,"(+/- 1829 )",16835,"(+/- 2484 )",11012,"(+/- 1640 )",13112,"(+/- 2018 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",29545,"(+/- 3033 )",33758,"(+/- 3285 )",38786,"(+/- 3524 )",33848,"(+/- 2454 )",25938,"(+/- 2690 )",37533,"(+/- 3299 )",33841,"(+/- 3522 )",33119,"(+/- 3010 )",40568,"(+/- 3267 )",31931,"(+/- 3026 )",41840,"(+/- 3430 )",26613,"(+/- 3336 )",33754,"(+/- 3016 )",24683,"(+/- 2728 )",34377,"(+/- 3370 )",19696,"(+/- 2302 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",140474,"(+/- 6090 )",158613,"(+/- 4606 )",152134,"(+/- 6848 )",198483,"(+/- 5752 )",167170,"(+/- 5145 )",213225,"(+/- 5912 )",198765,"(+/- 5490 )",181610,"(+/- 5890 )",155314,"(+/- 5990 )",132284,"(+/- 5292 )",133405,"(+/- 6103 )",136980,"(+/- 5545 )",189830,"(+/- 6883 )",148701,"(+/- 5987 )",167798,"(+/- 5809 )",152972,"(+/- 6174 )"
Education,"Educational Attainment","Some college, no degree",86698,"(+/- 5670 )",95750,"(+/- 5084 )",115457,"(+/- 6486 )",103045,"(+/- 5096 )",98606,"(+/- 4993 )",91212,"(+/- 4113 )",91596,"(+/- 4266 )",97002,"(+/- 5164 )",105127,"(+/- 5508 )",121761,"(+/- 4922 )",112194,"(+/- 5773 )",97205,"(+/- 4790 )",102307,"(+/- 5084 )",104096,"(+/- 4561 )",98192,"(+/- 5029 )",101766,"(+/- 5296 )"
Education,"Educational Attainment","Associate's degree",42593,"(+/- 3749 )",39863,"(+/- 3568 )",39069,"(+/- 4253 )",50297,"(+/- 3232 )",54633,"(+/- 3380 )",51953,"(+/- 3335 )",43434,"(+/- 3220 )",43611,"(+/- 2833 )",41595,"(+/- 3441 )",44277,"(+/- 3488 )",41085,"(+/- 3708 )",42997,"(+/- 3647 )",39596,"(+/- 3436 )",43146,"(+/- 3462 )",40389,"(+/- 2964 )",44063,"(+/- 2624 )"
Education,"Educational Attainment","Bachelor's degree",113595,"(+/- 5635 )",103289,"(+/- 4953 )",103511,"(+/- 5577 )",63899,"(+/- 3572 )",85220,"(+/- 3923 )",55325,"(+/- 3729 )",69945,"(+/- 3871 )",77364,"(+/- 3981 )",73813,"(+/- 4370 )",91906,"(+/- 5531 )",71152,"(+/- 3592 )",140769,"(+/- 6524 )",77276,"(+/- 3989 )",107021,"(+/- 5292 )",114208,"(+/- 5741 )",116652,"(+/- 5102 )"
Education,"Educational Attainment","Graduate or professional degree",75084,"(+/- 4473 )",66014,"(+/- 4308 )",53224,"(+/- 3685 )",35146,"(+/- 2808 )",52482,"(+/- 3455 )",33237,"(+/- 2785 )",35243,"(+/- 2710 )",45752,"(+/- 3458 )",39370,"(+/- 3023 )",61971,"(+/- 3781 )",61979,"(+/- 3541 )",87441,"(+/- 4605 )",40077,"(+/- 3073 )",65706,"(+/- 4072 )",72902,"(+/- 4939 )",66012,"(+/- 4301 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.0,"(+/- 0.6 )",90.6,"(+/- 0.7 )",88.3,"(+/- 0.9 )",91.1,"(+/- 0.6 )",93.2,"(+/- 0.6 )",89.7,"(+/- 0.8 )",88.0,"(+/- 0.9 )",91.4,"(+/- 0.6 )",87.5,"(+/- 0.8 )",91.2,"(+/- 0.8 )",88.3,"(+/- 0.8 )",93.5,"(+/- 0.7 )",90.6,"(+/- 0.7 )",91.9,"(+/- 0.7 )",91.6,"(+/- 0.7 )",93.6,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",37.9,"(+/- 1.3 )",33.1,"(+/- 1.2 )",29.9,"(+/- 1.1 )",20.0,"(+/- 0.9 )",28.0,"(+/- 0.9 )",17.8,"(+/- 0.9 )",21.1,"(+/- 0.9 )",25.3,"(+/- 1.0 )",23.8,"(+/- 1.1 )",31.0,"(+/- 1.2 )",28.0,"(+/- 1.0 )",42.2,"(+/- 1.2 )",23.7,"(+/- 0.9 )",33.9,"(+/- 1.3 )",34.7,"(+/- 1.3 )",35.5,"(+/- 1.2 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",413593,G,273723,G,396892,G,273227,G,303178,G,175427,G,226059,G,253073,G,241993,G,300355,G,413642,G,341966,G,245037,G,333748,G,243829,G,311740,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",17,J,145,H,0,N,79,G,157,G,71,J,115,J,200,H,20,H,30,J,12,J,98,H,28,J,143,G,118,H,35,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",124,G,203,H,126,J,486,H,332,H,5054,G,1349,G,206,H,139,G,69,J,234,J,537,G,233,G,474,H,927,H,497,J
Business,"Paid employees for pay period including March 12",Utilities,1588,J,929,H,3754,J,801,J,1474,H,1976,G,936,J,484,H,565,H,845,H,3128,J,1839,H,1105,J,1544,J,1577,H,620,J
Business,"Paid employees for pay period including March 12",Construction,18615,G,11925,G,18402,G,11604,G,12592,G,9511,G,12774,G,10409,G,10229,G,10612,G,13499,G,12129,G,11363,G,14090,G,10068,G,12723,G
Business,"Paid employees for pay period including March 12",Manufacturing,45077,G,26800,G,22636,G,81846,G,69376,G,26303,G,52264,G,51189,G,45091,G,36677,G,33800,G,29173,G,35389,G,62032,G,30048,G,41249,G
Business,"Paid employees for pay period including March 12","Wholesale trade",21050,G,14008,G,20554,G,12020,G,11361,G,5974,G,10365,G,18822,G,11183,G,10730,G,18839,G,11259,G,11759,G,25844,G,11462,G,15552,G
Business,"Paid employees for pay period including March 12","Retail trade",36684,G,36305,G,39383,G,29788,G,37727,G,25917,G,31672,G,31118,G,27306,G,38061,G,28123,G,36820,H,39031,G,38247,G,34092,G,45497,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",10403,G,9770,G,31512,G,11031,G,17695,G,9976,G,5506,G,17019,G,12338,G,10213,H,8374,G,11550,H,8146,G,8750,G,17799,G,12057,G
Business,"Paid employees for pay period including March 12",Information,12847,G,6445,G,7102,G,2754,G,3010,G,1457,H,2348,G,2507,G,3378,H,7622,H,8028,G,6505,H,3998,G,5451,H,6014,G,17937,H
Business,"Paid employees for pay period including March 12","Finance and insurance",28000,G,15673,G,29965,G,5441,G,9332,G,4522,G,6244,G,13218,G,8885,H,12909,G,24077,G,37321,H,4810,G,20475,H,10643,H,12834,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",5598,G,3803,G,7852,G,1869,G,2815,H,2161,G,1908,G,2364,G,3478,H,3701,G,7558,G,3628,G,3646,G,5727,G,4529,G,3444,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",31265,G,20532,G,24783,G,11626,G,13029,G,4255,G,5937,H,8286,G,6993,G,25580,G,32735,G,22015,G,7224,G,17272,G,12190,G,13953,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",25826,H,6946,H,14161,H,4497,H,6541,G,1278,H,3152,G,5165,H,6624,H,5886,G,16875,H,15038,G,10355,H,14252,G,5587,G,8147,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",26231,G,20255,G,28025,G,12526,G,17485,G,7717,G,9125,G,14366,G,12061,G,15019,G,23294,G,22175,G,13862,G,23616,G,13628,G,20281,G
Business,"Paid employees for pay period including March 12","Educational services",9101,G,4173,G,8999,G,7410,H,7282,H,4274,H,5857,H,3914,H,6416,G,10266,H,18541,H,8787,H,3767,H,5637,G,2699,G,6304,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",75790,H,44886,G,83263,G,40496,G,44368,G,36168,G,39930,G,32641,G,43996,H,62521,H,120077,H,64811,G,45724,G,41975,G,36046,G,49457,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",11662,G,4823,G,6453,G,3150,G,3958,G,1269,G,2429,G,2783,G,5985,G,4089,G,11067,G,5488,G,3498,G,5121,G,4512,G,4663,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",39160,G,31622,G,34494,G,24525,G,31952,G,19688,G,21730,G,27250,G,27260,G,32837,G,30006,G,37252,G,28717,G,29899,G,32005,G,32926,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",14543,G,14460,G,15415,G,11266,G,12683,G,7831,G,12399,G,11116,G,10035,G,12667,G,15360,G,15523,G,12375,G,13165,G,9869,G,13549,G
Business,"Paid employees for pay period including March 12","Industries not classified",12,J,20,J,5,G,12,G,9,J,25,H,19,G,16,J,11,J,21,H,15,J,18,J,7,J,34,J,16,J,15,J
Business,"Annual payroll ($1,000)","Total for all sectors",26336263,G,13370100,G,21834783,G,12214256,G,13168570,G,6871582,G,9102052,G,11362235,G,11918944,G,14884101,G,25323638,G,17361843,G,10100650,G,17771844,G,10865917,G,13658925,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",425,G,3448,G,0,N,3183,G,5433,G,2919,G,4201,H,8235,G,457,H,1238,G,254,J,2792,G,814,J,4769,G,3798,G,1024,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",10081,H,11282,H,9473,J,35531,G,18567,H,403384,H,77714,G,11618,H,12853,G,3702,J,31998,J,46843,G,13162,G,30579,H,52727,H,26232,H
Business,"Annual payroll ($1,000)",Utilities,153131,J,81704,H,519518,J,67437,H,163198,H,190345,G,86624,J,47344,H,60959,H,57579,H,460110,J,219897,H,98506,J,186770,J,163557,H,57324,J
Business,"Annual payroll ($1,000)",Construction,1239963,G,715818,G,1368148,G,715948,G,850270,G,545337,G,714225,G,601770,G,685652,G,632654,G,989032,G,803398,G,727275,G,987646,G,623126,G,825838,G
Business,"Annual payroll ($1,000)",Manufacturing,3442588,G,1557594,G,1354040,G,4836182,G,3756803,G,1372353,G,2654859,G,2869183,G,2775986,G,2288583,G,2317209,G,1572982,G,1965140,G,3562397,G,1618384,G,2362337,G
Business,"Annual payroll ($1,000)","Wholesale trade",1616632,G,990366,G,1402936,G,635957,G,650804,G,287114,G,591561,G,1183948,G,738337,G,697138,G,1297466,G,789112,G,656443,G,1827943,G,689137,G,1150293,G
Business,"Annual payroll ($1,000)","Retail trade",1107839,G,992254,G,1306044,G,806400,G,1024324,G,669430,G,823471,G,876318,G,727488,G,967460,G,800116,G,1066129,G,1069323,G,1096247,G,924576,G,1256517,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",542123,G,558318,G,2071402,G,528601,G,836957,G,499044,G,268449,G,792370,G,667040,H,500581,G,398317,G,567684,G,353123,G,385587,G,860496,G,591616,G
Business,"Annual payroll ($1,000)",Information,1225732,G,481978,G,571265,G,108707,G,142366,H,64549,H,91193,G,132998,G,186696,H,672816,H,585886,G,573741,H,195762,G,429841,G,392936,G,640592,G
Business,"Annual payroll ($1,000)","Finance and insurance",2942173,G,1270012,G,3013811,G,294268,G,568941,G,238734,G,293017,G,926701,H,663127,H,983138,G,2488457,H,3011801,H,261677,G,1859990,H,816671,H,909056,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",358231,G,187785,G,441824,G,64840,H,108273,G,75446,G,76529,G,102163,G,196821,G,168226,G,426426,G,174804,G,141286,G,323859,G,211545,G,165728,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2685067,G,1599580,G,1890954,G,575991,G,838886,G,195663,G,294864,H,645012,H,460249,G,2135263,G,2861577,G,1601271,G,385103,G,1217020,G,886841,G,871017,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",3638595,H,653172,H,1347140,H,449092,H,728474,G,80786,G,231715,G,435237,G,684999,H,474394,G,1834980,H,1392644,G,860366,H,1527384,G,475073,H,746294,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",976011,G,868713,G,965069,G,458333,G,533683,G,374980,G,347262,G,439068,G,365819,G,563503,G,857976,G,978884,G,464749,G,1134106,G,474171,G,804275,G
Business,"Annual payroll ($1,000)","Educational services",324341,G,159618,G,320501,G,182604,H,186229,H,98905,H,158204,H,93653,H,180237,G,355238,H,722305,H,246953,H,97271,H,180667,G,73499,G,155668,G
Business,"Annual payroll ($1,000)","Health care and social assistance",4231526,H,2158167,G,3902477,G,1784479,G,1927855,G,1281209,G,1697843,H,1384417,G,2286288,H,3370581,H,7399052,H,2972008,G,1998009,G,2006714,G,1580688,G,2075527,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",689774,G,110795,G,162923,G,47328,G,57922,G,27233,G,50802,G,47270,G,472023,J,78388,G,760438,G,132954,G,58605,H,102960,G,169343,H,85339,G
Business,"Annual payroll ($1,000)","Accommodation and food services",694935,G,521264,G,633082,G,355683,G,459489,G,283024,G,324445,G,416829,G,485671,G,540090,G,597588,G,656443,G,420894,G,490627,G,554175,G,540732,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",456740,G,447827,G,553940,G,263439,G,309868,G,180702,G,314580,G,347919,G,268004,G,392448,G,493693,G,550841,H,333021,G,416021,G,294874,G,393169,G
Business,"Annual payroll ($1,000)","Industries not classified",356,H,405,H,108,J,253,H,228,H,425,G,494,H,182,G,238,H,1081,G,758,G,662,H,121,H,717,H,300,G,347,G
Business,"Total Establishments","Total for all sectors",16980,X,15749,X,15620,X,14132,X,16057,X,12729,X,14301,X,13866,X,12916,X,14852,X,17679,X,18148,X,14432,X,19946,X,14377,X,18162,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",8,X,28,X,0,X,23,X,29,X,29,X,35,X,21,X,6,X,5,X,4,X,27,X,4,X,29,X,30,X,19,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",16,X,14,X,6,X,27,X,23,X,211,X,89,X,23,X,10,X,9,X,10,X,41,X,26,X,34,X,44,X,53,X
Business,"Total Establishments",Utilities,50,X,62,X,76,X,43,X,46,X,86,X,39,X,29,X,21,X,28,X,37,X,63,X,31,X,41,X,34,X,32,X
Business,"Total Establishments",Construction,1234,X,1263,X,985,X,1281,X,1319,X,1166,X,1700,X,1282,X,926,X,946,X,862,X,1334,X,1087,X,1823,X,1248,X,1632,X
Business,"Total Establishments",Manufacturing,821,X,657,X,540,X,1011,X,943,X,684,X,1236,X,942,X,810,X,779,X,904,X,593,X,867,X,1447,X,524,X,996,X
Business,"Total Establishments","Wholesale trade",972,X,809,X,826,X,649,X,800,X,461,X,712,X,851,X,680,X,675,X,1109,X,782,X,711,X,1450,X,576,X,996,X
Business,"Total Establishments","Retail trade",2086,X,2325,X,2228,X,2133,X,2357,X,2111,X,2112,X,2012,X,1877,X,2253,X,2143,X,2137,X,2312,X,2342,X,1919,X,2397,X
Business,"Total Establishments","Transportation and warehousing",450,X,381,X,638,X,502,X,610,X,583,X,513,X,607,X,459,X,354,X,450,X,388,X,398,X,473,X,543,X,668,X
Business,"Total Establishments",Information,319,X,274,X,308,X,228,X,237,X,162,X,153,X,236,X,194,X,245,X,369,X,354,X,189,X,325,X,261,X,251,X
Business,"Total Establishments","Finance and insurance",1154,X,1160,X,821,X,897,X,1194,X,721,X,734,X,819,X,665,X,902,X,1191,X,1483,X,791,X,1329,X,921,X,1295,X
Business,"Total Establishments","Real estate and rental and leasing",868,X,753,X,848,X,499,X,540,X,419,X,435,X,554,X,567,X,652,X,941,X,891,X,553,X,786,X,761,X,746,X
Business,"Total Establishments","Professional, scientific, and technical services",1976,X,1622,X,1619,X,941,X,1163,X,723,X,890,X,1004,X,963,X,1577,X,2326,X,2254,X,1062,X,2165,X,1525,X,1809,X
Business,"Total Establishments","Management of companies and enterprises",294,X,129,X,160,X,70,X,92,X,49,X,60,X,95,X,86,X,109,X,194,X,179,X,99,X,213,X,86,X,163,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",926,X,867,X,865,X,660,X,822,X,624,X,759,X,656,X,630,X,784,X,907,X,1002,X,715,X,1354,X,727,X,1055,X
Business,"Total Establishments","Educational services",245,X,213,X,203,X,131,X,177,X,79,X,121,X,143,X,180,X,205,X,281,X,267,X,143,X,240,X,175,X,227,X
Business,"Total Establishments","Health care and social assistance",1936,X,1874,X,2157,X,1635,X,1889,X,1567,X,1405,X,1448,X,1519,X,1997,X,2149,X,2434,X,1954,X,2030,X,1731,X,2158,X
Business,"Total Establishments","Arts, entertainment, and recreation",278,X,253,X,202,X,242,X,226,X,166,X,220,X,199,X,264,X,210,X,277,X,331,X,200,X,301,X,252,X,266,X
Business,"Total Establishments","Accommodation and food services",1676,X,1412,X,1628,X,1353,X,1671,X,1187,X,1281,X,1323,X,1607,X,1516,X,1648,X,1810,X,1570,X,1657,X,1560,X,1580,X
Business,"Total Establishments","Other services (except public administration)",1656,X,1637,X,1499,X,1793,X,1903,X,1683,X,1790,X,1613,X,1444,X,1590,X,1858,X,1764,X,1712,X,1884,X,1444,X,1808,X
Business,"Total Establishments","Industries not classified",15,X,16,X,10,X,14,X,16,X,18,X,17,X,9,X,8,X,16,X,19,X,14,X,8,X,23,X,16,X,11,X

"Source: 2019 County Business Patterns for Congressional Districts"
