cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Business,"Paid employees for pay period including March 12","Total for all sectors",212518,G,334668,G,316825,G,189799,G,216173,G,241147,G,207578,G,241163,G,278333,G,219776,G,479556,G,303653,G,220090,G,342997,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1496,G,304,J,631,J,652,G,63,J,294,H,188,G,406,H,5,G,131,H,37,J,67,J,25,G,32,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",2490,H,99,H,161,J,609,G,220,G,181,H,131,J,83,H,0,N,89,H,142,J,0,N,100,J,0,N
Business,"Paid employees for pay period including March 12",Utilities,1566,G,1538,J,617,H,1171,J,1268,J,2493,G,3655,J,687,J,875,J,1143,H,1309,G,814,J,5168,J,860,J
Business,"Paid employees for pay period including March 12",Construction,13358,G,15027,G,13031,G,11389,G,8764,G,10390,G,8133,G,12114,G,10565,G,12517,G,17977,G,8335,H,5529,G,10931,G
Business,"Paid employees for pay period including March 12",Manufacturing,29284,G,92464,G,63777,G,31572,G,28765,H,53241,G,45804,G,28296,G,40819,G,64233,G,48821,G,37247,G,30567,G,18908,H
Business,"Paid employees for pay period including March 12","Wholesale trade",6056,G,20374,G,18435,G,6211,G,10217,G,10207,G,7760,G,7422,G,15592,G,7697,G,35383,G,9906,G,9626,G,13974,G
Business,"Paid employees for pay period including March 12","Retail trade",36086,G,39401,G,29006,G,31627,G,31076,G,30465,G,27263,G,33868,G,32968,G,31936,G,55142,G,38485,G,18147,G,24193,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",4820,G,11300,G,8082,G,4588,G,6020,G,6021,G,9490,H,7630,H,6944,G,5015,G,11329,G,13544,G,26963,H,6155,G
Business,"Paid employees for pay period including March 12",Information,2933,H,3206,H,5326,H,2195,H,2683,H,2100,H,3147,H,4432,H,4821,H,2004,G,11150,G,7894,G,2866,H,11070,G
Business,"Paid employees for pay period including March 12","Finance and insurance",8137,G,8506,H,14337,H,6687,H,6546,G,7775,H,8495,H,15923,G,6200,G,4863,G,24839,G,9459,G,2494,H,40133,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2811,G,3261,G,3810,G,2782,G,2739,G,3625,H,1866,G,3779,G,5899,G,2187,G,6822,H,3553,G,2465,H,9592,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",6797,G,11112,G,16187,G,7285,G,7790,G,11242,H,8613,G,15139,G,32078,H,13609,G,73384,G,25699,G,6447,G,44775,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2327,G,9873,H,12646,G,3593,G,3849,G,8680,G,4087,J,4276,J,2739,G,1816,H,31399,G,10559,G,6636,G,21144,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6502,G,21879,G,18649,G,6808,G,18190,H,11343,G,9927,G,12265,G,15678,G,9654,G,30454,G,17843,G,10227,G,31244,G
Business,"Paid employees for pay period including March 12","Educational services",2433,G,12366,G,8807,H,3100,G,2707,G,4996,G,5584,G,4174,G,3689,H,1389,G,6736,G,3222,G,4792,H,5092,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",40650,G,37846,H,53486,G,31960,G,48793,G,37399,G,29716,G,43150,G,55802,G,27728,G,58618,H,62954,H,47342,G,64899,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2851,H,3628,G,4642,H,2071,G,2526,G,3677,G,2179,G,4733,G,3366,G,2511,G,6707,G,4626,G,4461,G,3249,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",32419,G,28345,G,30963,G,26741,G,23628,G,26513,G,22563,G,28698,G,28099,G,23773,G,41104,G,36313,G,27000,G,25062,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9416,G,14107,G,14186,G,8728,G,10270,G,10461,G,8940,G,14078,G,12164,G,7470,G,18166,G,13063,G,9223,G,11653,G
Business,"Paid employees for pay period including March 12","Industries not classified",86,H,32,G,46,H,30,J,59,G,44,H,37,J,10,J,13,J,11,J,37,J,36,J,12,J,31,J
Business,"Annual payroll ($1,000)","Total for all sectors",8746742,G,15377607,G,15987172,G,8094669,G,9528672,G,11847345,G,9686711,G,10999813,G,14922904,G,9993826,G,30208999,G,17766856,H,12054313,G,22516031,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",68516,G,10290,J,20825,J,28075,G,2825,H,17802,H,7737,H,17198,H,235,H,4702,G,1050,G,3489,J,1166,H,620,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",220598,H,5679,H,11016,H,39358,G,13167,G,15264,H,11805,H,5812,H,0,N,7620,G,14906,J,0,N,10482,J,0,N
Business,"Annual payroll ($1,000)",Utilities,152863,G,170984,J,64438,H,125991,H,141959,J,301452,G,464830,J,74837,J,93980,J,132488,H,167680,H,112904,J,646787,J,136406,J
Business,"Annual payroll ($1,000)",Construction,765023,G,946896,G,837441,G,714543,G,588661,G,629627,G,506073,G,805228,G,767653,G,883699,G,1337374,G,554603,H,434056,G,929756,G
Business,"Annual payroll ($1,000)",Manufacturing,1460311,G,4967680,G,3631257,G,1719696,H,1870362,H,3231916,G,2484344,G,1700224,G,2369627,G,3646922,G,3389446,G,2805974,H,2107529,G,1147010,H
Business,"Annual payroll ($1,000)","Wholesale trade",306262,G,1300028,G,1134297,G,385001,G,672470,H,720148,G,421889,G,510645,G,1005626,G,454792,G,2941071,G,712680,G,617406,H,1353884,G
Business,"Annual payroll ($1,000)","Retail trade",1008792,G,1122000,G,856879,G,864045,G,860464,G,814997,G,758965,G,958608,G,981322,G,918694,G,1693268,G,1066210,G,490224,G,784778,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",230992,G,572073,G,427413,G,227361,G,274278,G,295233,G,447259,H,305161,G,343696,G,239727,G,630047,G,789122,G,1779417,H,263219,G
Business,"Annual payroll ($1,000)",Information,120659,G,152390,G,321639,G,105822,G,143082,H,95019,H,224104,H,380074,H,288777,H,90852,G,987930,G,737679,H,269873,H,1053341,G
Business,"Annual payroll ($1,000)","Finance and insurance",471414,G,540491,G,1144082,G,386366,G,406804,G,529280,H,631237,H,1086530,G,440082,G,277877,G,2356285,G,870788,G,161517,H,3945592,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",110030,G,158828,G,167473,G,99445,G,99950,G,146798,H,75570,G,166798,G,277243,G,80656,G,408214,G,203408,G,107820,H,546591,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",358980,G,787923,G,1175898,G,555495,H,402287,G,775405,H,724837,G,1031107,G,3505317,J,848696,H,6653011,G,2417493,H,385445,G,3901830,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",128771,G,706660,H,1300340,G,469570,H,286345,H,1000743,G,404158,J,328834,J,301741,H,173518,H,3409013,G,1461688,G,544683,G,2759110,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",255392,G,678996,G,694005,G,265487,G,590002,H,414838,G,324577,G,495616,G,609119,G,412915,G,1436543,G,700841,G,442105,G,1354679,H
Business,"Annual payroll ($1,000)","Educational services",67769,G,425377,H,228692,H,76343,G,93302,G,126956,G,146705,G,126210,G,130816,H,34159,G,246797,G,103337,H,176760,H,168000,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1945155,G,1831140,H,2828337,G,1301266,G,2381673,G,1893185,G,1392556,G,1927131,G,2809785,G,1144346,G,2735375,H,3767127,J,2713942,G,2975631,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",94043,G,73106,G,106820,G,48828,G,56741,G,73044,G,46805,G,104963,G,99499,G,53644,G,328229,H,324971,H,264929,J,181602,H
Business,"Annual payroll ($1,000)","Accommodation and food services",718231,G,493942,G,598014,G,453434,G,375570,G,458501,G,351477,G,485049,G,507519,G,384503,G,790029,G,670073,G,615078,H,557827,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",261827,G,432326,G,436885,G,228037,G,267693,G,305874,G,261384,G,488901,G,389627,G,203701,G,681934,G,461234,H,284899,G,455684,G
Business,"Annual payroll ($1,000)","Industries not classified",1114,G,798,G,1421,G,506,G,1037,G,1263,G,399,G,887,G,688,H,315,H,797,G,776,G,195,H,471,H
Business,"Total Establishments","Total for all sectors",19789,X,16788,X,16112,X,13431,X,13270,X,14611,X,12827,X,16210,X,17547,X,15069,X,24313,X,15588,X,10245,X,15621,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",296,X,31,X,31,X,83,X,15,X,42,X,37,X,25,X,5,X,32,X,13,X,9,X,3,X,3,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",115,X,12,X,21,X,61,X,16,X,23,X,18,X,16,X,0,X,14,X,7,X,0,X,5,X,0,X
Business,"Total Establishments",Utilities,91,X,28,X,25,X,38,X,20,X,42,X,30,X,17,X,8,X,30,X,17,X,29,X,19,X,15,X
Business,"Total Establishments",Construction,2400,X,1788,X,1470,X,1506,X,1019,X,1361,X,1348,X,1642,X,1304,X,1929,X,1816,X,888,X,556,X,737,X
Business,"Total Establishments",Manufacturing,1010,X,1465,X,941,X,674,X,586,X,1031,X,876,X,667,X,1216,X,1147,X,1231,X,529,X,493,X,444,X
Business,"Total Establishments","Wholesale trade",610,X,1032,X,821,X,468,X,522,X,671,X,536,X,725,X,875,X,614,X,1735,X,563,X,494,X,688,X
Business,"Total Establishments","Retail trade",3330,X,2576,X,2057,X,2373,X,2299,X,2297,X,1928,X,2149,X,2424,X,2203,X,3052,X,2531,X,2187,X,2266,X
Business,"Total Establishments","Transportation and warehousing",546,X,505,X,405,X,408,X,320,X,367,X,392,X,289,X,604,X,592,X,561,X,913,X,753,X,360,X
Business,"Total Establishments",Information,356,X,269,X,325,X,215,X,203,X,207,X,215,X,322,X,303,X,221,X,473,X,364,X,201,X,423,X
Business,"Total Establishments","Finance and insurance",1042,X,937,X,1162,X,732,X,784,X,844,X,743,X,1010,X,834,X,840,X,1669,X,750,X,314,X,961,X
Business,"Total Establishments","Real estate and rental and leasing",711,X,607,X,673,X,486,X,485,X,586,X,467,X,651,X,683,X,500,X,1004,X,634,X,335,X,786,X
Business,"Total Establishments","Professional, scientific, and technical services",1402,X,1274,X,1687,X,837,X,1019,X,1169,X,964,X,1920,X,1953,X,1126,X,3563,X,1693,X,535,X,2369,X
Business,"Total Establishments","Management of companies and enterprises",72,X,129,X,148,X,64,X,95,X,81,X,62,X,83,X,86,X,59,X,309,X,97,X,49,X,176,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",875,X,792,X,873,X,546,X,591,X,719,X,643,X,950,X,888,X,834,X,1514,X,750,X,431,X,875,X
Business,"Total Establishments","Educational services",154,X,163,X,210,X,94,X,135,X,149,X,137,X,230,X,175,X,132,X,305,X,207,X,101,X,190,X
Business,"Total Establishments","Health care and social assistance",2005,X,1590,X,1743,X,1672,X,2194,X,1558,X,1526,X,2082,X,2682,X,1850,X,2766,X,2048,X,1238,X,2361,X
Business,"Total Establishments","Arts, entertainment, and recreation",426,X,267,X,260,X,243,X,190,X,263,X,226,X,288,X,216,X,233,X,352,X,234,X,99,X,198,X
Business,"Total Establishments","Accommodation and food services",2194,X,1460,X,1368,X,1327,X,1282,X,1518,X,1238,X,1402,X,1596,X,1302,X,1992,X,1736,X,1119,X,1323,X
Business,"Total Establishments","Other services (except public administration)",2087,X,1844,X,1875,X,1571,X,1475,X,1660,X,1419,X,1722,X,1675,X,1397,X,1911,X,1592,X,1300,X,1424,X
Business,"Total Establishments","Industries not classified",67,X,19,X,17,X,33,X,20,X,23,X,22,X,20,X,18,X,14,X,23,X,19,X,13,X,22,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
