cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
People,Race,Asian,8127,"(+/- 1316 )",65216,"(+/- 9696 )",162835,"(+/- 4586 )",12422,"(+/- 1905 )",21421,"(+/- 4804 )",39284,"(+/- 6116 )",92556,"(+/- 8682 )",26790,"(+/- 3380 )",93276,"(+/- 13340 )",46815,"(+/- 6016 )",8450,"(+/- 1443 )",31875,"(+/- 5319 )",17245,"(+/- 2119 )",24632,"(+/- 2320 )",9735,"(+/- 1185 )",9844,"(+/- 892 )",35178,"(+/- 4190 )",36496,"(+/- 7281 )",11317,"(+/- 1607 )",25364,"(+/- 4151 )",31805,"(+/- 4892 )",175654,"(+/- 10937 )",15943,"(+/- 4081 )",129375,"(+/- 10297 )",30741,"(+/- 4195 )",72059,"(+/- 6219 )",11894,"(+/- 1693 )",5377,"(+/- 1535 )",14188,"(+/- 4963 )",14082,"(+/- 3448 )",54257,"(+/- 2545 )",63707,"(+/- 6080 )",16009,"(+/- 4469 )",3375,"(+/- 674 )",15415,"(+/- 3520 )",13314,"(+/- 3180 )"
People,Race,"Native Hawaiian and Other Pacific Islander",336,"(+/- 402 )",0,"(+/- 234 )",585,"(+/- 200 )",868,"(+/- 922 )",312,"(+/- 443 )",2170,"(+/- 1253 )",940,"(+/- 806 )",55,"(+/- 77 )",382,"(+/- 320 )",455,"(+/- 698 )",603,"(+/- 438 )",1053,"(+/- 1293 )",1280,"(+/- 592 )",954,"(+/- 1117 )",0,"(+/- 234 )",174,"(+/- 279 )",470,"(+/- 532 )",529,"(+/- 826 )",797,"(+/- 1015 )",755,"(+/- 463 )",90,"(+/- 166 )",986,"(+/- 1556 )",1378,"(+/- 1326 )",2610,"(+/- 1216 )",2261,"(+/- 775 )",598,"(+/- 575 )",315,"(+/- 389 )",2364,"(+/- 2768 )",388,"(+/- 390 )",284,"(+/- 371 )",1635,"(+/- 661 )",754,"(+/- 490 )",55,"(+/- 105 )",63,"(+/- 114 )",370,"(+/- 297 )",157,"(+/- 289 )"
People,Race,"Some other race",8983,"(+/- 2553 )",76175,"(+/- 11103 )",16570,"(+/- 3647 )",23625,"(+/- 4641 )",30593,"(+/- 6525 )",51195,"(+/- 9532 )",63035,"(+/- 12406 )",22192,"(+/- 7678 )",90108,"(+/- 12443 )",77212,"(+/- 12589 )",64762,"(+/- 10470 )",31679,"(+/- 7721 )",22035,"(+/- 5068 )",15079,"(+/- 3954 )",83158,"(+/- 10441 )",93629,"(+/- 14117 )",13666,"(+/- 3616 )",67149,"(+/- 12513 )",38851,"(+/- 6606 )",64064,"(+/- 10926 )",25311,"(+/- 4381 )",30392,"(+/- 7706 )",52833,"(+/- 10295 )",39015,"(+/- 9524 )",16866,"(+/- 4124 )",24035,"(+/- 6547 )",40667,"(+/- 5940 )",35664,"(+/- 6338 )",106220,"(+/- 12035 )",55088,"(+/- 12484 )",19191,"(+/- 3256 )",40363,"(+/- 7990 )",140137,"(+/- 17196 )",32464,"(+/- 5569 )",75399,"(+/- 10185 )",27209,"(+/- 5422 )"
People,Race,"Two or more races",18123,"(+/- 4236 )",25401,"(+/- 4968 )",26776,"(+/- 3945 )",26003,"(+/- 3931 )",16483,"(+/- 3468 )",26346,"(+/- 4918 )",25617,"(+/- 6000 )",24560,"(+/- 4445 )",17377,"(+/- 4270 )",30106,"(+/- 4980 )",20833,"(+/- 4307 )",25657,"(+/- 4758 )",20153,"(+/- 3672 )",16024,"(+/- 3833 )",21032,"(+/- 5028 )",20385,"(+/- 3454 )",26549,"(+/- 4627 )",18233,"(+/- 5012 )",20114,"(+/- 3359 )",31928,"(+/- 5646 )",28951,"(+/- 4116 )",35970,"(+/- 7566 )",19462,"(+/- 3790 )",30205,"(+/- 4729 )",29753,"(+/- 4405 )",34951,"(+/- 5368 )",15011,"(+/- 2908 )",18365,"(+/- 3587 )",12296,"(+/- 3576 )",15000,"(+/- 3262 )",40777,"(+/- 5624 )",28825,"(+/- 5316 )",13669,"(+/- 3208 )",10966,"(+/- 2918 )",23079,"(+/- 3728 )",20947,"(+/- 4237 )"
People,"Hispanic or Latino and Race","Total population",726094,"(+/- 3652 )",787271,"(+/- 29771 )",913161,"(+/- 8354 )",782743,"(+/- 8162 )",759749,"(+/- 12381 )",818442,"(+/- 14521 )",762826,"(+/- 28683 )",895861,"(+/- 11687 )",769335,"(+/- 33086 )",925348,"(+/- 26874 )",790264,"(+/- 5561 )",844563,"(+/- 18753 )",714733,"(+/- 5768 )",760530,"(+/- 9570 )",804562,"(+/- 14986 )",747648,"(+/- 7891 )",786023,"(+/- 11190 )",827015,"(+/- 30455 )",729664,"(+/- 6452 )",832518,"(+/- 23248 )",829628,"(+/- 21422 )",960957,"(+/- 20983 )",786712,"(+/- 18666 )",832445,"(+/- 13592 )",818807,"(+/- 16587 )",920865,"(+/- 12445 )",745526,"(+/- 6659 )",772410,"(+/- 16234 )",783915,"(+/- 26724 )",792445,"(+/- 22140 )",916064,"(+/- 6553 )",778087,"(+/- 15673 )",751182,"(+/- 21875 )",712596,"(+/- 12529 )",857654,"(+/- 24352 )",758238,"(+/- 12699 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",130443,"(+/- 1193 )",248839,"(+/- 19310 )",136182,"(+/- 5253 )",118785,"(+/- 3560 )",228468,"(+/- 12022 )",208099,"(+/- 12965 )",230881,"(+/- 19446 )",217151,"(+/- 9184 )",292614,"(+/- 21601 )",284330,"(+/- 19675 )",315521,"(+/- 4748 )",196211,"(+/- 13646 )",203170,"(+/- 4257 )",200325,"(+/- 7420 )",659612,"(+/- 14437 )",607474,"(+/- 7855 )",209926,"(+/- 9682 )",370358,"(+/- 24646 )",272871,"(+/- 5036 )",569829,"(+/- 22080 )",253031,"(+/- 13858 )",257743,"(+/- 12972 )",547522,"(+/- 16409 )",196732,"(+/- 15101 )",152814,"(+/- 9039 )",182394,"(+/- 10184 )",404885,"(+/- 6016 )",609392,"(+/- 14128 )",617046,"(+/- 24163 )",321059,"(+/- 18384 )",231424,"(+/- 3458 )",210282,"(+/- 13901 )",501434,"(+/- 23037 )",602457,"(+/- 12502 )",519807,"(+/- 18578 )",215731,"(+/- 11569 )"
People,"Hispanic or Latino and Race",Mexican,118710,"(+/- 3478 )",156814,"(+/- 13914 )",101868,"(+/- 6373 )",100026,"(+/- 4839 )",197693,"(+/- 12501 )",171643,"(+/- 12418 )",123195,"(+/- 14132 )",162371,"(+/- 10864 )",165435,"(+/- 17925 )",211548,"(+/- 16610 )",285241,"(+/- 6845 )",156370,"(+/- 12345 )",182891,"(+/- 5398 )",171722,"(+/- 8786 )",630333,"(+/- 15442 )",575360,"(+/- 8536 )",179193,"(+/- 9254 )",270052,"(+/- 22308 )",237289,"(+/- 8421 )",475112,"(+/- 20764 )",206842,"(+/- 12883 )",187524,"(+/- 15846 )",488918,"(+/- 15036 )",132298,"(+/- 11555 )",124230,"(+/- 8575 )",140872,"(+/- 11217 )",374375,"(+/- 8403 )",563571,"(+/- 13152 )",517080,"(+/- 25520 )",281487,"(+/- 17753 )",172129,"(+/- 7555 )",164741,"(+/- 14085 )",436360,"(+/- 20967 )",576158,"(+/- 12270 )",445089,"(+/- 19570 )",179368,"(+/- 12230 )"
People,"Hispanic or Latino and Race","Puerto Rican",1694,"(+/- 1243 )",9469,"(+/- 3384 )",5393,"(+/- 1920 )",2328,"(+/- 1224 )",3659,"(+/- 1511 )",7504,"(+/- 3369 )",3805,"(+/- 1739 )",3817,"(+/- 1848 )",4409,"(+/- 1627 )",6248,"(+/- 2793 )",3794,"(+/- 2185 )",10761,"(+/- 4557 )",2382,"(+/- 1004 )",3792,"(+/- 1544 )",3159,"(+/- 1795 )",10704,"(+/- 4516 )",4763,"(+/- 2537 )",9459,"(+/- 4381 )",5695,"(+/- 4489 )",14324,"(+/- 3771 )",11872,"(+/- 4107 )",5799,"(+/- 3583 )",7399,"(+/- 2983 )",9400,"(+/- 3236 )",9588,"(+/- 2390 )",7009,"(+/- 2693 )",4917,"(+/- 2301 )",8192,"(+/- 4210 )",3521,"(+/- 2175 )",4054,"(+/- 2211 )",22126,"(+/- 4843 )",3593,"(+/- 1899 )",5334,"(+/- 2922 )",2252,"(+/- 1879 )",13658,"(+/- 5650 )",3284,"(+/- 1291 )"
People,"Hispanic or Latino and Race",Cuban,939,"(+/- 913 )",3336,"(+/- 1805 )",1414,"(+/- 630 )",748,"(+/- 512 )",2810,"(+/- 1809 )",2083,"(+/- 1413 )",10256,"(+/- 3566 )",1391,"(+/- 1036 )",8831,"(+/- 3676 )",6925,"(+/- 4475 )",6298,"(+/- 4073 )",1667,"(+/- 904 )",1265,"(+/- 685 )",2023,"(+/- 1341 )",884,"(+/- 561 )",985,"(+/- 655 )",5016,"(+/- 2578 )",5361,"(+/- 3041 )",1169,"(+/- 660 )",1825,"(+/- 1082 )",1945,"(+/- 1385 )",4588,"(+/- 1974 )",4685,"(+/- 3406 )",3249,"(+/- 1431 )",1482,"(+/- 814 )",3901,"(+/- 1588 )",1332,"(+/- 1118 )",313,"(+/- 297 )",2169,"(+/- 1355 )",1218,"(+/- 1118 )",3735,"(+/- 1655 )",2398,"(+/- 1330 )",1393,"(+/- 777 )",1302,"(+/- 1207 )",5084,"(+/- 2914 )",1526,"(+/- 1134 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",9100,"(+/- 2897 )",79220,"(+/- 11864 )",27507,"(+/- 4737 )",15683,"(+/- 3733 )",24306,"(+/- 5135 )",26869,"(+/- 5464 )",93625,"(+/- 11401 )",49572,"(+/- 9497 )",113939,"(+/- 14709 )",59609,"(+/- 12449 )",20188,"(+/- 4754 )",27413,"(+/- 6422 )",16632,"(+/- 3348 )",22788,"(+/- 4629 )",25236,"(+/- 5161 )",20425,"(+/- 4036 )",20954,"(+/- 5392 )",85486,"(+/- 11080 )",28718,"(+/- 5173 )",78568,"(+/- 9178 )",32372,"(+/- 5469 )",59832,"(+/- 10062 )",46520,"(+/- 8034 )",51785,"(+/- 9119 )",17514,"(+/- 3433 )",30612,"(+/- 6136 )",24261,"(+/- 4932 )",37316,"(+/- 6511 )",94276,"(+/- 12461 )",34300,"(+/- 8289 )",33434,"(+/- 6375 )",39550,"(+/- 7386 )",58347,"(+/- 9974 )",22745,"(+/- 3836 )",55976,"(+/- 7422 )",31553,"(+/- 8426 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",595651,"(+/- 3731 )",538432,"(+/- 23350 )",776979,"(+/- 9555 )",663958,"(+/- 8114 )",531281,"(+/- 11958 )",610343,"(+/- 15092 )",531945,"(+/- 22884 )",678710,"(+/- 11087 )",476721,"(+/- 23571 )",641018,"(+/- 18984 )",474743,"(+/- 5058 )",648352,"(+/- 14375 )",511563,"(+/- 3422 )",560205,"(+/- 8151 )",144950,"(+/- 4408 )",140174,"(+/- 1708 )",576097,"(+/- 10530 )",456657,"(+/- 17709 )",456793,"(+/- 4382 )",262689,"(+/- 11688 )",576597,"(+/- 15887 )",703214,"(+/- 16642 )",239190,"(+/- 11085 )",635713,"(+/- 14905 )",665993,"(+/- 14630 )",738471,"(+/- 9670 )",340641,"(+/- 4948 )",163018,"(+/- 8951 )",166869,"(+/- 15470 )",471386,"(+/- 17711 )",684640,"(+/- 5446 )",567805,"(+/- 16184 )",249748,"(+/- 15210 )",110139,"(+/- 4590 )",337847,"(+/- 15383 )",542507,"(+/- 10305 )"
People,"Place of Birth","Total population",726094,"(+/- 3652 )",787271,"(+/- 29771 )",913161,"(+/- 8354 )",782743,"(+/- 8162 )",759749,"(+/- 12381 )",818442,"(+/- 14521 )",762826,"(+/- 28683 )",895861,"(+/- 11687 )",769335,"(+/- 33086 )",925348,"(+/- 26874 )",790264,"(+/- 5561 )",844563,"(+/- 18753 )",714733,"(+/- 5768 )",760530,"(+/- 9570 )",804562,"(+/- 14986 )",747648,"(+/- 7891 )",786023,"(+/- 11190 )",827015,"(+/- 30455 )",729664,"(+/- 6452 )",832518,"(+/- 23248 )",829628,"(+/- 21422 )",960957,"(+/- 20983 )",786712,"(+/- 18666 )",832445,"(+/- 13592 )",818807,"(+/- 16587 )",920865,"(+/- 12445 )",745526,"(+/- 6659 )",772410,"(+/- 16234 )",783915,"(+/- 26724 )",792445,"(+/- 22140 )",916064,"(+/- 6553 )",778087,"(+/- 15673 )",751182,"(+/- 21875 )",712596,"(+/- 12529 )",857654,"(+/- 24352 )",758238,"(+/- 12699 )"
People,"Place of Birth",Native,673521,"(+/- 5369 )",617933,"(+/- 24739 )",704372,"(+/- 11917 )",726309,"(+/- 7779 )",641847,"(+/- 12001 )",709061,"(+/- 16255 )",529072,"(+/- 23784 )",777890,"(+/- 14192 )",502898,"(+/- 23519 )",760608,"(+/- 22340 )",711279,"(+/- 9355 )",749148,"(+/- 19335 )",648493,"(+/- 7589 )",676435,"(+/- 9431 )",631668,"(+/- 13379 )",587916,"(+/- 11081 )",696154,"(+/- 11340 )",633586,"(+/- 23368 )",668768,"(+/- 8549 )",708545,"(+/- 21459 )",742644,"(+/- 20121 )",722401,"(+/- 19644 )",668291,"(+/- 17826 )",610330,"(+/- 13154 )",751410,"(+/- 15743 )",792827,"(+/- 12529 )",678824,"(+/- 6877 )",620466,"(+/- 16314 )",545839,"(+/- 22591 )",642879,"(+/- 18472 )",809504,"(+/- 8900 )",608816,"(+/- 14307 )",512345,"(+/- 18248 )",579784,"(+/- 12236 )",727615,"(+/- 23450 )",675247,"(+/- 11656 )"
People,"Place of Birth","Born in United States",666424,"(+/- 5574 )",601737,"(+/- 24884 )",687904,"(+/- 11864 )",720082,"(+/- 7954 )",633366,"(+/- 11821 )",697822,"(+/- 16940 )",515693,"(+/- 22956 )",760566,"(+/- 14449 )",491807,"(+/- 23972 )",746503,"(+/- 21673 )",701730,"(+/- 9657 )",736525,"(+/- 19387 )",640922,"(+/- 7632 )",666182,"(+/- 9539 )",618695,"(+/- 12676 )",569417,"(+/- 11095 )",685678,"(+/- 11525 )",620318,"(+/- 23015 )",657990,"(+/- 8707 )",688709,"(+/- 21250 )",719922,"(+/- 20073 )",705427,"(+/- 20026 )",646311,"(+/- 18071 )",597516,"(+/- 12935 )",734797,"(+/- 15502 )",777432,"(+/- 12991 )",671370,"(+/- 7124 )",606052,"(+/- 15957 )",538328,"(+/- 22937 )",636380,"(+/- 18494 )",781176,"(+/- 9401 )",597998,"(+/- 14491 )",504914,"(+/- 18061 )",573026,"(+/- 12120 )",710267,"(+/- 22892 )",665813,"(+/- 11759 )"
People,"Place of Birth","State of residence",519733,"(+/- 7704 )",396454,"(+/- 20603 )",389810,"(+/- 12829 )",511390,"(+/- 9578 )",494549,"(+/- 12245 )",479177,"(+/- 16983 )",342964,"(+/- 19895 )",515588,"(+/- 15379 )",384546,"(+/- 23344 )",505832,"(+/- 16594 )",541735,"(+/- 11597 )",508760,"(+/- 19109 )",476978,"(+/- 8842 )",511673,"(+/- 11890 )",528947,"(+/- 12508 )",442250,"(+/- 11606 )",528802,"(+/- 12892 )",484877,"(+/- 22462 )",520292,"(+/- 11216 )",529460,"(+/- 20158 )",464905,"(+/- 16273 )",498111,"(+/- 16914 )",509004,"(+/- 15739 )",353775,"(+/- 11769 )",467520,"(+/- 14511 )",449383,"(+/- 15584 )",561514,"(+/- 8530 )",507660,"(+/- 16235 )",478461,"(+/- 21393 )",493736,"(+/- 19848 )",453456,"(+/- 12161 )",393960,"(+/- 12545 )",423361,"(+/- 15822 )",510542,"(+/- 10742 )",539062,"(+/- 23565 )",521770,"(+/- 12477 )"
People,"Place of Birth","Different state",146691,"(+/- 6690 )",205283,"(+/- 13160 )",298094,"(+/- 9678 )",208692,"(+/- 8242 )",138817,"(+/- 7284 )",218645,"(+/- 9976 )",172729,"(+/- 10095 )",244978,"(+/- 13381 )",107261,"(+/- 8244 )",240671,"(+/- 12376 )",159995,"(+/- 9033 )",227765,"(+/- 12605 )",163944,"(+/- 7255 )",154509,"(+/- 7832 )",89748,"(+/- 5991 )",127167,"(+/- 7824 )",156876,"(+/- 7605 )",135441,"(+/- 9509 )",137698,"(+/- 7838 )",159249,"(+/- 10974 )",255017,"(+/- 10220 )",207316,"(+/- 13236 )",137307,"(+/- 7775 )",243741,"(+/- 8339 )",267277,"(+/- 11111 )",328049,"(+/- 10835 )",109856,"(+/- 6390 )",98392,"(+/- 7685 )",59867,"(+/- 6559 )",142644,"(+/- 8739 )",327720,"(+/- 11626 )",204038,"(+/- 10210 )",81553,"(+/- 7590 )",62484,"(+/- 4623 )",171205,"(+/- 10803 )",144043,"(+/- 9310 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",7097,"(+/- 2136 )",16196,"(+/- 3221 )",16468,"(+/- 3951 )",6227,"(+/- 1710 )",8481,"(+/- 1921 )",11239,"(+/- 3152 )",13379,"(+/- 2713 )",17324,"(+/- 3876 )",11091,"(+/- 2766 )",14105,"(+/- 3627 )",9549,"(+/- 2593 )",12623,"(+/- 2324 )",7571,"(+/- 1350 )",10253,"(+/- 2380 )",12973,"(+/- 2944 )",18499,"(+/- 3422 )",10476,"(+/- 1883 )",13268,"(+/- 3740 )",10778,"(+/- 2425 )",19836,"(+/- 3011 )",22722,"(+/- 3827 )",16974,"(+/- 4503 )",21980,"(+/- 3961 )",12814,"(+/- 2460 )",16613,"(+/- 3059 )",15395,"(+/- 2776 )",7454,"(+/- 1825 )",14414,"(+/- 2584 )",7511,"(+/- 1941 )",6499,"(+/- 2188 )",28328,"(+/- 5042 )",10818,"(+/- 2007 )",7431,"(+/- 1580 )",6758,"(+/- 2564 )",17348,"(+/- 3448 )",9434,"(+/- 2220 )"
People,"Place of Birth","Foreign born",52573,"(+/- 4222 )",169338,"(+/- 12963 )",208789,"(+/- 9029 )",56434,"(+/- 4263 )",117902,"(+/- 9223 )",109381,"(+/- 10044 )",233754,"(+/- 14863 )",117971,"(+/- 9004 )",266437,"(+/- 18633 )",164740,"(+/- 13397 )",78985,"(+/- 7912 )",95415,"(+/- 8577 )",66240,"(+/- 5426 )",84095,"(+/- 6096 )",172894,"(+/- 10365 )",159732,"(+/- 8670 )",89869,"(+/- 7355 )",193429,"(+/- 16986 )",60896,"(+/- 5742 )",123973,"(+/- 9928 )",86984,"(+/- 7491 )",238556,"(+/- 13326 )",118421,"(+/- 8350 )",222115,"(+/- 11863 )",67397,"(+/- 7583 )",128038,"(+/- 7291 )",66702,"(+/- 5293 )",151944,"(+/- 9025 )",238076,"(+/- 13043 )",149566,"(+/- 11000 )",106560,"(+/- 7803 )",169271,"(+/- 10498 )",238837,"(+/- 14339 )",132812,"(+/- 7457 )",130039,"(+/- 9188 )",82991,"(+/- 7799 )"
People,Ancestry,"Total population",726094,"(+/- 3652 )",787271,"(+/- 29771 )",913161,"(+/- 8354 )",782743,"(+/- 8162 )",759749,"(+/- 12381 )",818442,"(+/- 14521 )",762826,"(+/- 28683 )",895861,"(+/- 11687 )",769335,"(+/- 33086 )",925348,"(+/- 26874 )",790264,"(+/- 5561 )",844563,"(+/- 18753 )",714733,"(+/- 5768 )",760530,"(+/- 9570 )",804562,"(+/- 14986 )",747648,"(+/- 7891 )",786023,"(+/- 11190 )",827015,"(+/- 30455 )",729664,"(+/- 6452 )",832518,"(+/- 23248 )",829628,"(+/- 21422 )",960957,"(+/- 20983 )",786712,"(+/- 18666 )",832445,"(+/- 13592 )",818807,"(+/- 16587 )",920865,"(+/- 12445 )",745526,"(+/- 6659 )",772410,"(+/- 16234 )",783915,"(+/- 26724 )",792445,"(+/- 22140 )",916064,"(+/- 6553 )",778087,"(+/- 15673 )",751182,"(+/- 21875 )",712596,"(+/- 12529 )",857654,"(+/- 24352 )",758238,"(+/- 12699 )"
People,Ancestry,American,115795,"(+/- 8301 )",34122,"(+/- 5023 )",82852,"(+/- 10453 )",134792,"(+/- 9783 )",77830,"(+/- 7824 )",44165,"(+/- 5236 )",36690,"(+/- 5823 )",56018,"(+/- 6039 )",28500,"(+/- 5430 )",32760,"(+/- 4378 )",59708,"(+/- 6987 )",59512,"(+/- 8691 )",48257,"(+/- 4140 )",31865,"(+/- 4210 )",17016,"(+/- 2668 )",16008,"(+/- 3186 )",34142,"(+/- 4581 )",28172,"(+/- 5754 )",43771,"(+/- 4719 )",25161,"(+/- 4475 )",40581,"(+/- 6019 )",29468,"(+/- 5868 )",34182,"(+/- 5066 )",35679,"(+/- 4697 )",91605,"(+/- 7049 )",50137,"(+/- 6321 )",26109,"(+/- 5146 )",11276,"(+/- 2514 )",19707,"(+/- 4810 )",29064,"(+/- 7227 )",55501,"(+/- 6888 )",49141,"(+/- 7038 )",19194,"(+/- 3789 )",17769,"(+/- 4416 )",19077,"(+/- 3907 )",66699,"(+/- 6099 )"
People,Ancestry,Arab,590,"(+/- 406 )",4626,"(+/- 1854 )",8022,"(+/- 2337 )",2105,"(+/- 1239 )",1678,"(+/- 1385 )",8095,"(+/- 5470 )",19397,"(+/- 8704 )",2196,"(+/- 1667 )",5988,"(+/- 3137 )",6411,"(+/- 2274 )",1204,"(+/- 999 )",2296,"(+/- 1156 )",861,"(+/- 678 )",1745,"(+/- 943 )",549,"(+/- 415 )",3889,"(+/- 2354 )",3436,"(+/- 1342 )",1461,"(+/- 703 )",2665,"(+/- 1325 )",10789,"(+/- 5364 )",8239,"(+/- 4310 )",15850,"(+/- 5514 )",2160,"(+/- 1989 )",12417,"(+/- 4727 )",3695,"(+/- 2434 )",5404,"(+/- 2406 )",1566,"(+/- 848 )",191,"(+/- 170 )",713,"(+/- 922 )",1712,"(+/- 1349 )",5671,"(+/- 2463 )",10826,"(+/- 5333 )",3864,"(+/- 2711 )",491,"(+/- 505 )",2604,"(+/- 1812 )",4070,"(+/- 2710 )"
People,Ancestry,Czech,3700,"(+/- 2271 )",5785,"(+/- 1626 )",3380,"(+/- 1204 )",2945,"(+/- 989 )",2046,"(+/- 896 )",8131,"(+/- 2427 )",2384,"(+/- 790 )",5733,"(+/- 1771 )",322,"(+/- 257 )",17306,"(+/- 2880 )",4016,"(+/- 1268 )",4386,"(+/- 2291 )",2708,"(+/- 1084 )",6541,"(+/- 1585 )",1766,"(+/- 696 )",1246,"(+/- 1274 )",13761,"(+/- 2643 )",1949,"(+/- 860 )",2678,"(+/- 1123 )",4855,"(+/- 2760 )",7753,"(+/- 1846 )",12521,"(+/- 3659 )",2477,"(+/- 815 )",5180,"(+/- 2062 )",8786,"(+/- 2277 )",4267,"(+/- 1165 )",22187,"(+/- 2823 )",2268,"(+/- 797 )",815,"(+/- 474 )",1121,"(+/- 594 )",13826,"(+/- 2760 )",6062,"(+/- 1922 )",749,"(+/- 422 )",3419,"(+/- 1541 )",2730,"(+/- 1036 )",5666,"(+/- 1286 )"
People,Ancestry,Danish,732,"(+/- 501 )",840,"(+/- 426 )",2470,"(+/- 1105 )",1072,"(+/- 559 )",1030,"(+/- 473 )",834,"(+/- 433 )",1216,"(+/- 573 )",1904,"(+/- 1347 )",320,"(+/- 312 )",2229,"(+/- 1172 )",377,"(+/- 256 )",855,"(+/- 471 )",1180,"(+/- 653 )",1174,"(+/- 749 )",614,"(+/- 504 )",714,"(+/- 737 )",1499,"(+/- 865 )",464,"(+/- 300 )",1310,"(+/- 650 )",1036,"(+/- 692 )",2337,"(+/- 822 )",1659,"(+/- 1285 )",698,"(+/- 549 )",1606,"(+/- 657 )",2046,"(+/- 887 )",2982,"(+/- 1075 )",925,"(+/- 619 )",98,"(+/- 109 )",249,"(+/- 327 )",565,"(+/- 323 )",2684,"(+/- 1357 )",1281,"(+/- 549 )",219,"(+/- 306 )",120,"(+/- 119 )",893,"(+/- 548 )",1611,"(+/- 1277 )"
People,Ancestry,Dutch,6642,"(+/- 1996 )",6182,"(+/- 2857 )",5151,"(+/- 1351 )",8544,"(+/- 2017 )",4435,"(+/- 1422 )",4200,"(+/- 1027 )",3735,"(+/- 1102 )",10319,"(+/- 2557 )",1079,"(+/- 658 )",6581,"(+/- 2265 )",4708,"(+/- 1295 )",5652,"(+/- 2133 )",6994,"(+/- 1788 )",5573,"(+/- 1796 )",2217,"(+/- 1179 )",1783,"(+/- 773 )",5273,"(+/- 1882 )",1902,"(+/- 843 )",5076,"(+/- 1682 )",3543,"(+/- 1340 )",8859,"(+/- 2207 )",5429,"(+/- 2105 )",1758,"(+/- 771 )",5566,"(+/- 1584 )",5692,"(+/- 1625 )",11642,"(+/- 3418 )",4497,"(+/- 1759 )",2267,"(+/- 1035 )",779,"(+/- 585 )",844,"(+/- 396 )",6048,"(+/- 1668 )",4895,"(+/- 1235 )",959,"(+/- 634 )",1190,"(+/- 696 )",3307,"(+/- 1195 )",5939,"(+/- 1947 )"
People,Ancestry,English,57619,"(+/- 5661 )",63449,"(+/- 6972 )",81938,"(+/- 6046 )",60877,"(+/- 5579 )",45184,"(+/- 4450 )",51941,"(+/- 4564 )",42779,"(+/- 4953 )",98835,"(+/- 10981 )",7778,"(+/- 1760 )",63905,"(+/- 6755 )",54879,"(+/- 5898 )",65524,"(+/- 5011 )",53119,"(+/- 4754 )",44528,"(+/- 5250 )",18814,"(+/- 3261 )",15653,"(+/- 3346 )",52727,"(+/- 5649 )",20644,"(+/- 4636 )",42912,"(+/- 4283 )",30019,"(+/- 4865 )",78797,"(+/- 5642 )",54428,"(+/- 7277 )",22493,"(+/- 3294 )",67362,"(+/- 5461 )",69906,"(+/- 5973 )",85822,"(+/- 7036 )",32028,"(+/- 3341 )",18093,"(+/- 3245 )",8741,"(+/- 2281 )",15306,"(+/- 2335 )",65981,"(+/- 5773 )",63387,"(+/- 6077 )",11511,"(+/- 2348 )",12171,"(+/- 2333 )",29400,"(+/- 3833 )",47421,"(+/- 6000 )"
